row_label_raw,row_label_full,col_0,Bảo hiểm nhân thọ VND,Bảo hiểm phi nhân thọ VND,Tổng cộng VND,numeric__Bảo hiểm nhân thọ VND,numeric__Bảo hiểm phi nhân thọ VND,numeric__Tổng cộng VND
Ngày 31/12/2019,Ngày 31/12/2019,Ngày 31/12/2019,-,616.715.897.763,616.715.897.763,,616715897763.0,616715897763.0
Phát sinh trong năm,Phát sinh trong năm,Phát sinh trong năm,1.925.698.634.220,1.152.832.695.108,3.078.531.329.328,1925698634220.0,1152832695108.0,3078531329328.0
Phân bổ vào chi phí trong năm,Phân bổ vào chi phí trong năm,Phân bổ vào chi phí trong năm,(1.925.698.634.220),(1.169.151.583.634),(3.094.850.217.854),-1925698634220.0,-1169151583634.0,-3094850217854.0
Ngày 31/12/2020,Ngày 31/12/2020,Ngày 31/12/2020,-,600.397.009.237,600.397.009.237,,600397009237.0,600397009237.0
