row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2019,Chưa quá hạn và không giảm giả trị,Quá hạn nhưng không giảm giả trị riêng lẻ,Bi giảm giả trị riêng lẻ (*),Đơn vị: triệu VND Tống,numeric__Chưa quá hạn và không giảm giả trị,numeric__Quá hạn nhưng không giảm giả trị riêng lẻ,numeric__Bi giảm giả trị riêng lẻ (*),numeric__Đơn vị: triệu VND Tống
TẢI SẢN,TẢI SẢN,TẢI SẢN,TẢI SẢN,TẢI SẢN,TẢI SẢN,TẢI SẢN,,,,
Tiền và các khoản tương đương tiền,TẢI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,4.742.602,-,-,4.742.602,4742602.0,,,4742602.0
Phải thu hoạt động bảo hiểm gốc,TẢI SẢN > Phải thu hoạt động bảo hiểm gốc,Phải thu hoạt động bảo hiểm gốc,1.528.120,51.583,11.404,1.591.107,1528120.0,51583.0,11404.0,1591107.0
Phải thu tái bảo hiểm,TẢI SẢN > Phải thu tái bảo hiểm,Phải thu tái bảo hiểm,909.630,-,-,909.630,909630.0,,,909630.0
Tải sản tài bảo hiểm,TẢI SẢN > Tải sản tài bảo hiểm,Tải sản tài bảo hiểm,3.041.375,-,-,3.041.375,3041375.0,,,3041375.0
Các khoản phải thu khác,TẢI SẢN > Các khoản phải thu khác,Các khoản phải thu khác,68.012,-,-,68.012,68012.0,,,68012.0
"- Các khoản cảm cố, ký quỹ, ký cược","TẢI SẢN > - Các khoản cảm cố, ký quỹ, ký cược","- Các khoản cảm cố, ký quỹ, ký cược",64.044,-,-,64.044,64044.0,,,64044.0
- Phải thu cố tức,TẢI SẢN > - Phải thu cố tức,- Phải thu cố tức,3.968,-,-,3.968,3968.0,,,3968.0
Đầu tư nấm giữ đến ngày đào hạn,TẢI SẢN > Đầu tư nấm giữ đến ngày đào hạn,Đầu tư nấm giữ đến ngày đào hạn,104.479.624,-,-,104.479.624,104479624.0,,,104479624.0
- Hop đồng tiến gửi cố ký hạn,TẢI SẢN > - Hop đồng tiến gửi cố ký hạn,- Hop đồng tiến gửi cố ký hạn,70.779.138,-,-,70.779.138,70779138.0,,,70779138.0
- Trải phiếu,TẢI SẢN > - Trải phiếu,- Trải phiếu,33.700.486,-,-,33.700.486,33700486.0,,,33700486.0
Chứng khoán kinh doanh,TẢI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,250.402,-,-,250.402,250402.0,,,250402.0
- Trải phiếu,TẢI SẢN > - Trải phiếu,- Trải phiếu,250.402,-,-,250.402,250402.0,,,250402.0
Các khoản cho vay và tạm ứng cho khách hàng,TẢI SẢN > Các khoản cho vay và tạm ứng cho khách hàng,Các khoản cho vay và tạm ứng cho khách hàng,3.482.161,2.015,1.457,3.485.633,3482161.0,2015.0,1457.0,3485633.0
Các tài sản khác,TẢI SẢN > Các tài sản khác,Các tài sản khác,243.942,4.212,2.730,250.884,243942.0,4212.0,2730.0,250884.0
TỔNG CỘNG,TẢI SẢN > TỔNG CỘNG,TỔNG CỘNG,118.745.868,57.810,15.591,118.819.269,118745868.0,57810.0,15591.0,118819269.0
