row_label_raw,row_label_full,Másố,TÀI SẢN,Thuyếtminh,Ngày 31 tháng 12năm 2020,Ngày 31 tháng 12năm 2019,numeric__TÀI SẢN,numeric__Thuyếtminh,numeric__Ngày 31 tháng 12năm 2020,numeric__Ngày 31 tháng 12năm 2019
200,200,200,B. TÀI SẢN DÀI HẠN,,54.571.219.473.584,48.482.824.687.136,,,54571219473584.0,48482824687136.0
210,210,210,I. Các khoản phải thu dài hạn,6.2,70.801.065.457,63.160.764.211,,62.0,70801065457.0,63160764211.0
216,216,216,1. Phải thu dài hạn khác,,70.801.065.457,63.160.764.211,,,70801065457.0,63160764211.0
220,220,220,II. Tài sản cố định,,1.788.655.050.662,1.898.098.756.584,,,1788655050662.0,1898098756584.0
221,221,221,1. Tài sản cố định hữu hình,10,859.647.804.853,920.311.593.615,,10.0,859647804853.0,920311593615.0
222,222,222,Nguyên giá,,2.316.960.202.591,2.255.435.055.545,,,2316960202591.0,2255435055545.0
223,223,223,Giá trị khấu hao luỹ kế,,(1.457.312.397.738),(1.335.123.461.930),,,-1457312397738.0,-1335123461930.0
227,227,227,2. Tài sản cố định vô hình,11,929.007.245.809,977.787.162.969,,11.0,929007245809.0,977787162969.0
228,228,228,Nguyên giá,,1.430.463.210.802,1.410.639.526.802,,,1430463210802.0,1410639526802.0
229,229,229,Giá trị hao mòn luỹ kế,,(501.455.964.993),(432.852.363.833),,,-501455964993.0,-432852363833.0
230,230,230,III. Bất động sản đầu tư,12,45.388.992.000,45.388.992.000,,12.0,45388992000.0,45388992000.0
240,240,240,IV. Tài sản dở dang dài hạn,,561.928.499.811,444.112.950.657,,,561928499811.0,444112950657.0
242,242,242,1. Chi phí xây dựng cơ bảnđở dang,13,561.928.499.811,444.112.950.657,,13.0,561928499811.0,444112950657.0
250,250,250,V. Đầu tư tài chính dài hạn,,51.874.244.925.437,45.679.482.507.955,,,51874244925437.0,45679482507955.0
252,252,252,"1. Đầu tư vào công ty liêndoanh, liên kết",14.3.1,2.880.436.188.476,2.848.523.110.118,,1431.0,2880436188476.0,2848523110118.0
253,253,253,2. Đầu tư góp vốn vào đơn vịkhác,14.3.2,1.042.701.268.763,928.533.355.221,,1432.0,1042701268763.0,928533355221.0
254,254,254,3. Dự phòng đầu tư tài chínhdài hạn,14.3.2,(120.753.192.331),(211.419.119.641),,1432.0,-120753192331.0,-211419119641.0
255,255,255,4. Đầu tư nằm giữ đến ngàydảo hạn,14.2,48.071.860.660.529,42.113.845.162.257,,142.0,48071860660529.0,42113845162257.0
260,260,260,VI. Tài sản dài hạn khác,,230.200.940.217,352.580.715.729,,,230200940217.0,352580715729.0
261,261,261,1. Chi phí trả trước dài hạn,9,202.692.782.843,293.684.307.605,,9.0,202692782843.0,293684307605.0
262,262,262,2. Tài sản thuế thu nhậphoãn lại,16.2.1,12.137.474.250,43.189.496.624,,1621.0,12137474250.0,43189496624.0
268,268,268,3. Tài sản dài hạn khác,,15.370.683.124,15.706.911.500,,,15370683124.0,15706911500.0
270,270,270,TỔNG CỘNG TÀI SẢN,,146.412.800.818.360,128.238.238.184.487,,,146412800818360.0,128238238184487.0
