row_label_raw,row_label_full,col_0,Bảo hiểmphi nhân thọVND,numeric__Bảo hiểmphi nhân thọVND
Số đầu năm,Số đầu năm,Số đầu năm,157.084.170.856,157084170856.0
Phát sinh trong năm,Phát sinh trong năm,Phát sinh trong năm,450.203.560.065,450203560065.0
Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,(519.549.787.848),-519549787848.0
Số cuối năm,Số cuối năm,Số cuối năm,87.737.943.073,87737943073.0
