row_label_raw,row_label_full,col_0,Mức trích lập từloi nhuận sau thuế,Mức trích lậptối đa,numeric__Mức trích lập từloi nhuận sau thuế,numeric__Mức trích lậptối đa
Quỹ dự trữ bổ sung vốn điều lệ,Quỹ dự trữ bổ sung vốn điều lệ,Quỹ dự trữ bổ sung vốn điều lệ,5%,10% vốn điều lệ,0.05,
Quỹ dự phòng tài chính và rủi ro nghiệp vụ,Quỹ dự phòng tài chính và rủi ro nghiệp vụ,Quỹ dự phòng tài chính và rủi ro nghiệp vụ,5%,10% vốn điều lệ,0.05,
