row_label_raw,row_label_full,Thuế suất thuế TNDN sử dụng đề xác định giá trị thuế thu nhập hoãn lại phải trả,Ngày 31 tháng 12năm 2020VND > 20%,Ngày 31 tháng 12năm 2019VND > 20%,numeric__Ngày 31 tháng 12năm 2020VND > 20%,numeric__Ngày 31 tháng 12năm 2019VND > 20%
Các khoản chênh lệch tam thời chịu thuế Trong đó:,Các khoản chênh lệch tam thời chịu thuế Trong đó:,Các khoản chênh lệch tam thời chịu thuế Trong đó:,25.506.325.368,554.636.910,25506325368.0,554636910.0
- Lãi chênh lệch tỷ giá cuối năm,- Lãi chênh lệch tỷ giá cuối năm,- Lãi chênh lệch tỷ giá cuối năm,25.506.325.368,554.636.910,25506325368.0,554636910.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,5.101.265.074,110.927.382,5101265074.0,110927382.0
