row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12 năm 2020 VND,Ngày 31 tháng 12 năm 2019 VND,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2020 VND,numeric__Ngày 31 tháng 12 năm 2019 VND
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,14.1,,,141.0,,
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,,1.563.799.696.578,1.740.426.531.004,,1563799696578.0,1740426531004.0
Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,,244.398.855.678,594.221.355.844,,244398855678.0,594221355844.0
Chứng chỉ quỹ,Chứng chỉ quỹ,Chứng chỉ quỹ,,275.871.916.465,246.237.889.731,,275871916465.0,246237889731.0
Trái phiếu,Trái phiếu,Trái phiếu,,365.574.706.629,250.401.609.523,,365574706629.0,250401609523.0
,,,,2.449.645.175.350,2.831.287.386.102,,2449645175350.0,2831287386102.0
Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,14.1,(156.221.229.549),(262.206.190.001),141.0,-156221229549.0,-262206190001.0
,,,,2.293.423.945.801,2.569.081.196.101,,2293423945801.0,2569081196101.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,14.2,,,142.0,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,,71.424.719.658.593,60.511.985.819.670,,71424719658593.0,60511985819670.0
- Tiến gửi,- Tiến gửi,- Tiến gửi,,68.099.541.630.509,58.471.060.404.237,,68099541630509.0,58471060404237.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,,1.158.100.608.311,300.000.000.000,,1158100608311.0,300000000000.0
- Tam ứng từ giá trị hoàn lại,- Tam ứng từ giá trị hoàn lại,- Tam ứng từ giá trị hoàn lại,,2.167.077.419.773,1.740.925.415.433,,2167077419773.0,1740925415433.0
Dải hạn,Dải hạn,Dải hạn,,48.071.860.660.529,42.113.845.162.257,,48071860660529.0,42113845162257.0
- Tiến gửi,- Tiến gửi,- Tiến gửi,,14.119.017.923.547,10.028.466.854.640,,14119017923547.0,10028466854640.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,,33.952.842.736.982,32.085.378.307.617,,33952842736982.0,32085378307617.0
,,,,119.496.580.319.122,102.625.830.981.927,,119496580319122.0,102625830981927.0
Đầu tư tài chính dài hạn khác,Đầu tư tài chính dài hạn khác,Đầu tư tài chính dài hạn khác,14.3,,,143.0,,
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",14.3.1,2.880.436.188.476,2.848.523.110.118,1431.0,2880436188476.0,2848523110118.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,14.3.2,1.042.701.268.763,928.533.355.221,1432.0,1042701268763.0,928533355221.0
Dự phóng đầu tư tài chính dài hạn khác,Dự phóng đầu tư tài chính dài hạn khác,Dự phóng đầu tư tài chính dài hạn khác,14.3.2,(120.753.192.331),(211.419.119.641),1432.0,-120753192331.0,-211419119641.0
,,,,3.802.384.264.908,3.565.637.345.698,,3802384264908.0,3565637345698.0
Giá trị thuần các khoản đầu tư tài chính,Giá trị thuần các khoản đầu tư tài chính,Giá trị thuần các khoản đầu tư tài chính,,125.592.388.529.831,108.760.549.523.726,,125592388529831.0,108760549523726.0
