row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày31/12/2020VND,Cho năm tài chínhkết thúc ngày31/12/2019VND,numeric__Cho năm tài chínhkết thúc ngày31/12/2020VND,numeric__Cho năm tài chínhkết thúc ngày31/12/2019VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,1.953.285.808.059,1.511.728.184.609,1953285808059.0,1511728184609.0
Các điều chỉnh lợi nhuận theo kế toán,Các điều chỉnh lợi nhuận theo kế toán,Các điều chỉnh lợi nhuận theo kế toán,Các điều chỉnh lợi nhuận theo kế toán,Các điều chỉnh lợi nhuận theo kế toán,,
"Các khoản điều chỉnh tăngChính lệch tạm thời chi phí dự phòng tài chínhHoa hồng dự trả ước tính năm nayHoàn nhập lãi do đánh giá chênh lệch tỷ giá năm trướcChi phí không hợp lệ cho mục đích tính thuếCác khoản điều chỉnh giảmThu nhập không chịu thuế từ cổ tức, lợi nhuận được chiaHoàn nhập hoa hồng dự trả ước tính năm trướcHoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trướcLãi chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối nămCác khoản hoàn nhập dự phòng sử dụng phương pháp đánh giá nội bộCác khoản không chịu thuế phát sinh từ các bút toàn điều chỉnh hợp nhấtCác khoản lỗ không tính thuếCác khoản không chịu thuếTổng điều chỉnh đối với lợi nhuận trước thuếThu nhập chịu thuế (“TNCT”) ước tínhTNCT chịu thuế suất 10%TNCT chịu thuế suất 20%Thuế TNDN hiện hành uốc tinh trong nămĐiều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuếĐiều chỉnh giảm thuế TNDN 30% theo Nghị quyết 116/2020/OH4 do Quốc hỏi ban hành ngày 19 tháng 06 năm 2020 của các công ty conThuế TNDN ước tinh trong nămThuế TNDN phải trả đầu nămĐiều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuếThuế TNDN đã trả trong nămThuế TNDN phải trả cuối năm","Các khoản điều chỉnh tăngChính lệch tạm thời chi phí dự phòng tài chínhHoa hồng dự trả ước tính năm nayHoàn nhập lãi do đánh giá chênh lệch tỷ giá năm trướcChi phí không hợp lệ cho mục đích tính thuếCác khoản điều chỉnh giảmThu nhập không chịu thuế từ cổ tức, lợi nhuận được chiaHoàn nhập hoa hồng dự trả ước tính năm trướcHoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trướcLãi chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối nămCác khoản hoàn nhập dự phòng sử dụng phương pháp đánh giá nội bộCác khoản không chịu thuế phát sinh từ các bút toàn điều chỉnh hợp nhấtCác khoản lỗ không tính thuếCác khoản không chịu thuếTổng điều chỉnh đối với lợi nhuận trước thuếThu nhập chịu thuế (“TNCT”) ước tínhTNCT chịu thuế suất 10%TNCT chịu thuế suất 20%Thuế TNDN hiện hành uốc tinh trong nămĐiều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuếĐiều chỉnh giảm thuế TNDN 30% theo Nghị quyết 116/2020/OH4 do Quốc hỏi ban hành ngày 19 tháng 06 năm 2020 của các công ty conThuế TNDN ước tinh trong nămThuế TNDN phải trả đầu nămĐiều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuếThuế TNDN đã trả trong nămThuế TNDN phải trả cuối năm","Các khoản điều chỉnh tăngChính lệch tạm thời chi phí dự phòng tài chínhHoa hồng dự trả ước tính năm nayHoàn nhập lãi do đánh giá chênh lệch tỷ giá năm trướcChi phí không hợp lệ cho mục đích tính thuếCác khoản điều chỉnh giảmThu nhập không chịu thuế từ cổ tức, lợi nhuận được chiaHoàn nhập hoa hồng dự trả ước tính năm trướcHoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trướcLãi chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối nămCác khoản hoàn nhập dự phòng sử dụng phương pháp đánh giá nội bộCác khoản không chịu thuế phát sinh từ các bút toàn điều chỉnh hợp nhấtCác khoản lỗ không tính thuếCác khoản không chịu thuếTổng điều chỉnh đối với lợi nhuận trước thuếThu nhập chịu thuế (“TNCT”) ước tínhTNCT chịu thuế suất 10%TNCT chịu thuế suất 20%Thuế TNDN hiện hành uốc tinh trong nămĐiều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuếĐiều chỉnh giảm thuế TNDN 30% theo Nghị quyết 116/2020/OH4 do Quốc hỏi ban hành ngày 19 tháng 06 năm 2020 của các công ty conThuế TNDN ước tinh trong nămThuế TNDN phải trả đầu nămĐiều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuếThuế TNDN đã trả trong nămThuế TNDN phải trả cuối năm",-23.221.445.863554.636.91031.936.967.895(173.768.233.230)(35.218.162.708)(222.371.446.511)(25.504.985.854)-(93.471.131.562)-(106.388.428.190)1.352.276.470.672516.551.4971.351.759.919.175270.403.638.9841.600.000(3.008.763.916)267.396.475.06843.010.561.52569.098.549(237.775.940.333)72.700.194.809,174.896.214.86040.571.517.3207.353.581.87323.172.645.356(140.884.402.311)(44.855.592.961)(94.950.463.300)(561.240.708)(24.257.298.493)(37.775.552.441)(66.751.876.683)1.347.685.917.121461.657.3921.347.224.259.729269.491.017.684202.419.638230.889.281(270.336.852.298)43.010.561.525,,
