row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Current year,Previous year,,
Loan interest,Loan interest,Loan interest,"263,668,549,326","261,799,262,786",,
Foreign exchange losses,Foreign exchange losses,Foreign exchange losses,"2,499,135,094","671,218,028",,
Others,Others,Others,"8,477,423,164","18,264,930,777",,
TOTAL,TOTAL,TOTAL,"274,645,107,584","280,735,411,591",,
