row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Current year,Previous year,,
Current tax expenses,Current tax expenses,Current tax expenses,"107,594,297,295","72,742,017,137",,
Deferred tax income,Deferred tax income,Deferred tax income,"(22,429,503,546)",-,,
TOTAL,TOTAL,TOTAL,"85,164,793,749","72,742,017,137",,
