row_label_raw,row_label_full,col_0,Transeco Joint Stock Company,Dabaco Food Processing Joint Stock Company,Currency: VND Total,numeric__Transeco Joint Stock Company,numeric__Dabaco Food Processing Joint Stock Company,numeric__Currency: VND Total
Cost of investment:,Cost of investment:,Cost of investment:,Cost of investment:,Cost of investment:,Cost of investment:,,,
Beginning balance,Beginning balance,Beginning balance,"20,000,000,000","114,000,000,000","134,000,000,000",,,
Ending balance,Ending balance,Ending balance,"20,000,000,000","114,000,000,000","134,000,000,000",,,
Accumulated share in post-acquisition profit/(loss) of the associates:,Accumulated share in post-acquisition profit/(loss) of the associates:,Accumulated share in post-acquisition profit/(loss) of the associates:,Accumulated share in post-acquisition profit/(loss) of the associates:,Accumulated share in post-acquisition profit/(loss) of the associates:,Accumulated share in post-acquisition profit/(loss) of the associates:,,,
Beginning balance,Beginning balance,Beginning balance,"9,216,798,156","(33,656,003,527)","(24,439,205,371)",,,
- Share in post-acquisition profit/(loss),- Share in post-acquisition profit/(loss),- Share in post-acquisition profit/(loss),"4,538,304,805","(5,968,681,805)","(1,430,377,000)",,,
- Dividends,- Dividends,- Dividends,"(2,000,000,000)",-,"(2,000,000,000)",,,
Ending balance,Ending balance,Ending balance,"11,755,102,961","(39,624,685,332)","(27,869,582,371)",,,
Net carrying amount:,Net carrying amount:,Net carrying amount:,Net carrying amount:,Net carrying amount:,Net carrying amount:,,,
Beginning balance,Beginning balance,Beginning balance,"29,216,798,156","80,343,996,473","109,560,794,629",,,
Ending balance,Ending balance,Ending balance,"31,755,102,961","74,375,314,668","106,130,417,629",,,
