row_label_raw,row_label_full,No.,Subsidiary's name,Voting rights (%),Equity interest (%),Head office's address,Principal activities,numeric__Subsidiary's name,numeric__Voting rights (%),numeric__Equity interest (%),numeric__Head office's address,numeric__Principal activities
1,1,1,Dabaco Nuclear Breeding Pig Company,100,100,"Tan Chi commune, Tien Du district, Bac Ninh province","Raising cattle, poultry, production and trading of breeding pigs, meat pigs, pig semen, buffaloes, cows.",,100.0,100.0,,
2,2,2,Lac Ve Breeding Pig Company Limited,100,100,"Ho Ve village, Lac Ve commune, Tien Du district, Bac Ninh province","Pig breeding, poultry breeding and some types of livestock; production and trading of breeding pigs, meat pigs, pig essence, pork belly and other aquatic breeds.",,100.0,100.0,,
3,3,3,Investment and Development Breed Processing Company Limited,100,100,"Lac Ve commune Industrial Cluster, Tien Du district, Bac Ninh province","Livestock, livestock support activities, trading and agents.",,100.0,100.0,,
4,4,4,Dabaco Pig Raising Investment & Development Company Limited,100,100,"Lac Ve commune Industrial Cluster, Tien Du district, Bac Ninh province","Meat pig breeding, dairy pig breeding, breeding pigs, livestock support activities; production and trading of meat pigs, breeding pigs and commercial pigs.",,100.0,100.0,,
