row_label_raw,row_label_full,Giá trị đầu tư: > Số đầu năm > Số cuối năm,Công ty Cổ phầnTranseco > Giá trị đầu tư: > 20.000.000.000,Công ty Cổ phầnChế biến thựcphẩm Dabaco > Giá trị đầu tư: > 114.000.000.000,Đơn vị tính: VNDTổng cộng > Giá trị đầu tư: > 134.000.000.000,numeric__Công ty Cổ phầnTranseco > Giá trị đầu tư: > 20.000.000.000,numeric__Công ty Cổ phầnChế biến thựcphẩm Dabaco > Giá trị đầu tư: > 114.000.000.000,numeric__Đơn vị tính: VNDTổng cộng > Giá trị đầu tư: > 134.000.000.000
Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,,,
Số đầu năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Số đầu năm,Số đầu năm,9.216.798.156,(33.656.003.527),(24.439.205.371),9216798156.0,-33656003527.0,-24439205371.0
- Phần lợi nhuận/(lỗ)trong năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > - Phần lợi nhuận/(lỗ)trong năm,- Phần lợi nhuận/(lỗ)trong năm,4.538.304.805,(5.968.681.805),(1.430.377.000),4538304805.0,-5968681805.0,-1430377000.0
- Cổ tức được chia,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > - Cổ tức được chia,- Cổ tức được chia,(2.000.000.000),-,(2.000.000.000),-2000000000.0,,-2000000000.0
Số cuối năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Số cuối năm,Số cuối năm,11.755.102.961,(39.624.685.332),(27.869.582.371),11755102961.0,-39624685332.0,-27869582371.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,29.216.798.156,80.343.996.473,109.560.794.629,29216798156.0,80343996473.0,109560794629.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,31.755.102.961,74.375.314.668,106.130.417.629,31755102961.0,74375314668.0,106130417629.0
