row_label_raw,row_label_full,col_0,Current year,Currency: VND Previous year,numeric__Current year,numeric__Currency: VND Previous year
Interest income and late payments,Interest income and late payments,Interest income and late payments,"34,162,426,761","33,675,641,171",,
Foreign exchange gains,Foreign exchange gains,Foreign exchange gains,"5,050,954,995","2,101,095,198",,
TOTAL,TOTAL,TOTAL,"39,213,381,756","35,776,736,369",,
