row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị (đồng thời là số có khả năng trả nợ),Số phát sinh trong năm > Tăng,Số phát sinh trong năm > Giảm,Đơn vị tính: VND Số cuối năm > Giá trị (đồng thời là số có khả năng trả nợ),numeric__Số đầu năm > Giá trị (đồng thời là số có khả năng trả nợ),numeric__Số phát sinh trong năm > Tăng,numeric__Số phát sinh trong năm > Giảm,numeric__Đơn vị tính: VND Số cuối năm > Giá trị (đồng thời là số có khả năng trả nợ)
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,
Vay ngắn hạn ngân hàng(Thuyết minh số 21.1),Vay ngắn hạn > Vay ngắn hạn ngân hàng(Thuyết minh số 21.1),Vay ngắn hạn ngân hàng(Thuyết minh số 21.1),4.556.026.208.104,13.459.954.720.794,(13.457.845.094.953),4.558.135.833.945,4556026208104.0,13459954720794.0,-13457845094953.0,4558135833945.0
Vay dài hạn đến hạn trả(Thuyết minh số 21.2),Vay ngắn hạn > Vay dài hạn đến hạn trả(Thuyết minh số 21.2),Vay dài hạn đến hạn trả(Thuyết minh số 21.2),176.204.873.373,270.508.574.600,(192.540.285.455),254.173.162.518,176204873373.0,270508574600.0,-192540285455.0,254173162518.0
Nợ thuê tài chính dài hạn đến hạn trả(Thuyết minh số 21.3),Vay ngắn hạn > Nợ thuê tài chính dài hạn đến hạn trả(Thuyết minh số 21.3),Nợ thuê tài chính dài hạn đến hạn trả(Thuyết minh số 21.3),108.489.727.777,148.889.834.942,(141.226.297.388),116.153.265.331,108489727777.0,148889834942.0,-141226297388.0,116153265331.0
TỔNG CỘNG,Vay ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,4.840.720.809.254,13.879.353.130.336,(13.791.611.677.796),4.928.462.261.794,4840720809254.0,13879353130336.0,-13791611677796.0,4928462261794.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,
Vay ngân hàng(Thuyết minh số 21.2),Vay dài hạn > Vay ngân hàng(Thuyết minh số 21.2),Vay ngân hàng(Thuyết minh số 21.2),716.468.020.646,127.140.231.000,(272.508.574.600),571.099.677.046,716468020646.0,127140231000.0,-272508574600.0,571099677046.0
Nợ thuê tài chính(Thuyết minh số 21.3),Vay dài hạn > Nợ thuê tài chính(Thuyết minh số 21.3),Nợ thuê tài chính(Thuyết minh số 21.3),309.946.531.610,33.662.724.888,(150.412.072.147),193.197.184.351,309946531610.0,33662724888.0,-150412072147.0,193197184351.0
TỔNG CỘNG,Vay dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.026.414.552.256,160.802.955.888,(422.920.646.747),764.296.861.397,1026414552256.0,160802955888.0,-422920646747.0,764296861397.0
