row_label_raw,row_label_full,Related parties,Relationship,Transactions,Current year,Currency: VND Previous year,numeric__Relationship,numeric__Transactions,numeric__Current year,numeric__Currency: VND Previous year
Transeco Joint Stock Company,Transeco Joint Stock Company,Transeco Joint Stock Company,Associates,Providing transportation services Allocation of asset usage costs Dividends,"83,558,251,154","37,426,578,904",,,,
Transeco Joint Stock Company,Transeco Joint Stock Company,Transeco Joint Stock Company,Associates,Providing transportation services Allocation of asset usage costs Dividends,-,"451,876,894",,,,
Transeco Joint Stock Company,Transeco Joint Stock Company,Transeco Joint Stock Company,Associates,Providing transportation services Allocation of asset usage costs Dividends,"2,000,000,000","2,000,000,000",,,,
Dabaco Food Processing Joint Stock Company,Dabaco Food Processing Joint Stock Company,Dabaco Food Processing Joint Stock Company,Associates,Providing goods,"402,077,252",-,,,,
