row_label_raw,row_label_full,col_0,Beginning balance,Payable for the year,Payment made in the year,Currency: VNDEnding balance,numeric__Beginning balance,numeric__Payable for the year,numeric__Payment made in the year,numeric__Currency: VNDEnding balance
Payables,Payables,Payables,Payables,Payables,Payables,Payables,,,,
Value added tax,Value added tax,Value added tax,"6,301,218,577","179,743,274,298","(181,217,322,698)","4,827,170,177",,,,
Corporate income tax,Corporate income tax,Corporate income tax,"25,862,825,865","107,594,297,295","(38,403,843,047)","95,053,280,113",,,,
Import duties,Import duties,Import duties,-,"32,777,585,298","(32,777,585,298)",-,,,,
Other taxes,Other taxes,Other taxes,"302,036,802","17,074,279,657","(17,005,858,701)","370,457,758",,,,
TOTAL,TOTAL,TOTAL,"32,466,081,244","337,189,436,548","(269,404,609,744)","100,250,908,048",,,,
,,,Beginning balance,Receivable for the year,Payment received in the year,Ending balance,,,,
Receivables,Receivables,Receivables,Receivables,Receivables,Receivables,Receivables,,,,
Value added tax,Value added tax,Value added tax,"44,682,806,829","93,411,851,380","(91,119,531,887)","46,975,126,322",,,,
Other taxes,Other taxes,Other taxes,"4,567,794,967","213,700,994","(567,777,713)","4,213,718,248",,,,
TOTAL,TOTAL,TOTAL,"49,250,601,796","93,625,552,374","(91,687,309,600)","51,188,844,570",,,,
