row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Ending balance,Beginning balance,,
Less than 1 year,Less than 1 year,Less than 1 year,"88,958,839,511","88,037,227,502",,
From 1 to 5 years,From 1 to 5 years,From 1 to 5 years,"140,841,489,467","137,155,041,431",,
More than 5 years,More than 5 years,More than 5 years,"363,241,509,020","451,021,055,960",,
TOTAL,TOTAL,TOTAL,"593,041,837,998","676,213,324,893",,
