row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,469.098.857.795,432.440.161.015,469098857795.0,432440161015.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,258.476.326.977,216.888.354.676,258476326977.0,216888354676.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,95.705.638.562,125.335.242.949,95705638562.0,125335242949.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,36.919.002.165,33.177.879.576,36919002165.0,33177879576.0
- Chi phí vật liệu và công cụ dụng cụ,- Chi phí vật liệu và công cụ dụng cụ,- Chi phí vật liệu và công cụ dụng cụ,19.103.950.358,19.838.845.590,19103950358.0,19838845590.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,58.893.939.733,37.199.838.224,58893939733.0,37199838224.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,391.719.812.986,356.355.906.770,391719812986.0,356355906770.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,228.797.126.767,207.436.244.368,228797126767.0,207436244368.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,54.695.731.456,58.395.651.467,54695731456.0,58395651467.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,51.419.937.248,39.935.821.102,51419937248.0,39935821102.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,56.807.017.515,50.588.189.833,56807017515.0,50588189833.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,860.818.670.781,788.796.067.785,860818670781.0,788796067785.0
