row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Current year,Previous year,,
Government grants,Government grants,Government grants,"14,935,799,580","16,382,333,000",,
Gains from disposal of assets,Gains from disposal of assets,Gains from disposal of assets,"3,186,235,476","663,465,574",,
Others,Others,Others,"3,504,658,741","4,623,314,859",,
TOTAL,TOTAL,TOTAL,"21,626,693,797","21,669,113,433",,
