row_label_raw,row_label_full,Code,ASSETS,Notes,Ending balance,Beginning balance,numeric__ASSETS,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
100,100,100,A. CURRENT ASSETS,,"7,838,139,952,903","7,101,240,626,454",,,,
110,100 > 110,110,I. Cash and cash equivalents,4,"439,331,953,874","592,137,027,608",,4.0,,
111,111,111,1. Cash,,"251,855,181,586","571,879,101,899",,,,
112,112,112,2. Cash equivalents,,"187,476,772,288","20,257,925,709",,,,
120,120,120,II. Short-term investments,,"1,370,890,520,510","489,883,400,931",,,,
123,120 > 123,123,1. Held-for-trading securities,5,"1,370,890,520,510","489,883,400,931",,5.0,,
130,130,130,III. Current accounts receivable,,"402,126,060,200","424,294,692,650",,,,
131,130 > 131,131,1. Short-term trade receivables,6.1,"197,353,843,466","222,495,622,121",,61.0,,
132,130 > 132,132,2. Short-term advances to suppliers,6.2,"104,799,300,518","140,399,580,900",,62.0,,
136,130 > 136,136,3. Other short-term receivables,7.1,"99,972,916,216","61,399,489,629",,71.0,,
140,130 > 140,140,IV. Inventories,8,"5,516,781,758,000","5,494,431,478,923",,8.0,,
141,141,141,1. Inventories,,"5,516,781,758,000","5,499,998,000,755",,,,
149,149,149,2. Provision for obsolete inventories,,-,"(5,566,521,832)",,,,
150,150,150,V. Other current assets,,"109,009,660,319","100,494,026,342",,,,
151,150 > 151,151,1. Short-term prepaid expenses,16,"41,676,598,047","31,292,143,982",,16.0,,
152,150 > 152,152,2. Deductible value-added tax,18,"46,975,126,322","44,682,806,829",,18.0,,
153,150 > 153,153,3. Tax and other receivables from the State,18,"4,213,718,248","4,567,794,967",,18.0,,
155,150 > 155,155,4. Other current assets,9,"16,144,217,702","19,951,280,564",,9.0,,
200,200,200,B. NON-CURRENT ASSETS,,"6,283,415,874,694","5,910,463,631,418",,,,
210,210,210,I. Long-term receivables,,"38,827,323,609","36,857,580,999",,,,
216,210 > 216,216,1. Other long-term receivables,7.2,"38,827,323,609","36,857,580,999",,72.0,,
220,220,220,II. Fixed assets,,"4,789,772,451,065","5,148,429,144,344",,,,
221,220 > 221,221,1. Tangible fixed assets,10,"4,318,221,168,927","4,533,770,857,929",,10.0,,
222,222,222,Cost,,"7,815,849,050,126","7,453,231,013,002",,,,
223,223,223,Accumulated depreciation,,"(3,497,627,881,199)","(2,919,460,155,073)",,,,
224,223 > 224,224,2. Finance leases,11,"471,551,282,138","614,658,286,415",,11.0,,
225,225,225,Cost,,"664,005,397,885","763,724,174,598",,,,
226,226,226,Accumulated depreciation,,"(192,454,115,747)","(149,065,888,183)",,,,
230,226 > 230,230,III. Investment properties,13,"109,001,808,000",-,,13.0,,
231,231,231,1. Cost,,"109,001,808,000",-,,,,
232,232,232,Accumulated depreciation,,-,-,,,,
240,232 > 240,240,IV. Long-term assets in progress,12,"1,083,475,270,748","475,694,083,517",,12.0,,
242,242,242,1. Long-term work-in-process,,"1,083,475,270,748","475,694,083,517",,,,
250,250,250,V. Long-term investments,,"116,130,417,629","119,560,794,629",,,,
252,250 > 252,252,1. Investments in associates,15,"106,130,417,629","109,560,794,629",,15.0,,
255,250 > 255,255,2. Held-to-maturity investments,5,"10,000,000,000","10,000,000,000",,5.0,,
260,260,260,VI. Other long-term assets,,"146,208,603,643","129,922,027,929",,,,
261,260 > 261,261,1. Long-term prepaid expenses,16,"123,779,100,097","129,922,027,929",,16.0,,
262,260 > 262,262,2. Deferred tax assets,30.3,"22,429,503,546",-,,303.0,,
270,270,270,TOTAL ASSETS,,"14,121,555,827,597","13,011,704,257,872",,,,
