row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRÀ,,7.355.476.127.696,8.345.469.400.426,,,7355476127696.0,8345469400426.0
310,310,310,I. Nợ ngắn hạn,,6.420.694.102.809,7.141.605.465.752,,,6420694102809.0,7141605465752.0
311,311,311,1. Phải trả người bán ngắn hạn,17.1,762.647.490.938,795.600.820.770,,171.0,762647490938.0,795600820770.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17.2,207.417.787.622,221.365.130.349,,172.0,207417787622.0,221365130349.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,100.250.908.048,32.466.081.244,,18.0,100250908048.0,32466081244.0
314,314,314,4. Phải trả người lao động,,86.273.324.190,76.318.847.292,,,86273324190.0,76318847292.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,53.127.382.836,104.358.924.479,,19.0,53127382836.0,104358924479.0
319,319,319,6. Phải trả ngắn hạn khác,20,268.999.354.474,1.037.387.546.457,,20.0,268999354474.0,1037387546457.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,21,4.928.462.261.794,4.840.720.809.254,,21.0,4928462261794.0,4840720809254.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",22,13.515.592.907,33.387.305.907,,22.0,13515592907.0,33387305907.0
330,330,330,II. Nợ dài hạn,,934.782.024.887,1.203.863.934.674,,,934782024887.0,1203863934674.0
337,337,337,1. Phải trả dài hạn khác,20,170.485.163.490,177.449.382.418,,20.0,170485163490.0,177449382418.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,21,764.296.861.397,1.026.414.552.256,,21.0,764296861397.0,1026414552256.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,6.766.079.699.901,4.666.234.857.446,,,6766079699901.0,4666234857446.0
410,410,410,I. Vốn chủ sở hữu,23.1,6.766.079.699.901,4.666.234.857.446,,231.0,6766079699901.0,4666234857446.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.346.691.450.000,2.420.018.590.000,,,3346691450000.0,2420018590000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.346.691.450.000,2.420.018.590.000,,,3346691450000.0,2420018590000.0
412,412,412,2. Thắng dư vốn cổ phần,,821.521.222.221,418.432.992.221,,,821521222221.0,418432992221.0
418,418,418,3. Quỹ đầu tư phát triển,,1.824.878.671.819,1.799.871.477.604,,,1824878671819.0,1799871477604.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,771.988.355.861,27.911.797.621,,,771988355861.0,27911797621.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,2.904.603.406,2.904.603.406,,,2904603406.0,2904603406.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,769.083.752.455,25.007.194.215,,,769083752455.0,25007194215.0
429,429,429,5. Lợi ích cổ đông không kiểm soát,,1.000.000.000,-,,,1000000000.0,
440,440,440,TỔNG CỘNG NGUỒN VỐN,,14.121.555.827.597,13.011.704.257.872,,,14121555827597.0,13011704257872.0
