row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Current year,Previous year,,
Cost of finished goods,Cost of finished goods,Cost of finished goods,"10,896,142,715,886","9,061,072,507,956",,
Cost of merchandise,Cost of merchandise,Cost of merchandise,"504,286,895,045","473,873,138,477",,
Cost of real estates and construction services,Cost of real estates and construction services,Cost of real estates and construction services,"245,214,918,564","460,813,887,528",,
Reversal of provision for obsolete inventories,Reversal of provision for obsolete inventories,Reversal of provision for obsolete inventories,"(5,566,521,832)",-,,
TOTAL,TOTAL,TOTAL,"11,640,078,007,663","9,995,759,533,961",,
