row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,13.739.362.734.289,11.241.164.150.311,13739362734289.0,11241164150311.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,12.812.491.093.790,9.873.386.213.843,12812491093790.0,9873386213843.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó: > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",643.731.246.437,598.492.951.047,643731246437.0,598492951047.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó: > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,283.140.394.062,769.284.985.421,283140394062.0,769284985421.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(165.839.502.391),(131.163.393.499),-165839502391.0,-131163393499.0
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(162.563.905.825),(128.434.967.073),-162563905825.0,-128434967073.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(278.803.021),-,-278803021.0,
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(2.996.793.545),(2.728.426.426),-2996793545.0,-2728426426.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,13.573.523.231.898,11.110.000.756.812,13573523231898.0,11110000756812.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,12.646.651.591.399,9.742.222.820.344,12646651591399.0,9742222820344.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó: > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",643.731.246.437,598.492.951.047,643731246437.0,598492951047.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó: > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,283.140.394.062,769.284.985.421,283140394062.0,769284985421.0
