row_label_raw,row_label_full,col_0,Animal feed and raw materials for animal feed production,Trading in real estate and construction services and other activities,Breeding and food processing,Adjustment and elimination,Currency: VND,numeric__Animal feed and raw materials for animal feed production,numeric__Trading in real estate and construction services and other activities,numeric__Breeding and food processing,numeric__Adjustment and elimination,numeric__Currency: VND
Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,,,,,
Net revenue from external sales and services,Net revenue from external sales and services,Net revenue from external sales and services,"5,610,442,965,726","769,284,985,421","4,730,272,805,665",-,"11,110,000,756,812",,,,,
Net revenue from inter-segment sales,Net revenue from inter-segment sales,Net revenue from inter-segment sales,"7,162,490,901,975","59,810,922,418","2,164,686,272,461","(9,386,988,096,854)",-,,,,,
Total revenue,Total revenue,Total revenue,"12,772,933,867,701","829,095,907,839","6,894,959,078,126","(9,386,988,096,854)","11,110,000,756,812",,,,,
Results,Results,Results,Results,Results,Results,Results,Results,,,,,
Profit before tax,Profit before tax,Profit before tax,"242,366,549,684","210,911,252,647","(515,463,875,398)","159,935,284,419","97,749,211,352",,,,,
Corporate income tax expense,Corporate income tax expense,Corporate income tax expense,"(29,747,440,974)","(42,182,250,530)","(812,325,633)",-,"(72,742,017,137)",,,,,
Net profit after tax,Net profit after tax,Net profit after tax,"212,619,108,710","168,729,002,117","(516,276,201,031)","159,935,284,419","25,007,194,215",,,,,
Other segment information,Other segment information,Other segment information,Other segment information,Other segment information,Other segment information,Other segment information,Other segment information,,,,,
Capital expenditure,Capital expenditure,Capital expenditure,"192,057,795,650","9,978,050,614","297,971,410,671",-,"500,007,256,935",,,,,
Depreciation,Depreciation,Depreciation,"210,217,013,965","10,921,483,287","326,144,846,067",-,"547,283,343,319",,,,,
Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,,,,,
Total assets,Total assets,Total assets,"10,042,389,255,195","1,382,263,874,002","5,998,344,965,369","(4,411,293,836,694)","13,011,704,257,872",,,,,
Segment assets,Segment assets,Segment assets,"10,042,389,255,195","1,382,263,874,002","5,998,344,965,369","(5,612,875,059,862)","11,810,123,034,704",,,,,
Unallocated assets (*),Unallocated assets (*),Unallocated assets (*),,,,"1,201,581,223,168","1,201,581,223,168",,,,,
Total liabilities,Total liabilities,Total liabilities,"7,059,009,175,742","721,074,036,934","6,573,913,208,475","(6,008,527,020,725)","8,345,469,400,426",,,,,
Segment liabilities,Segment liabilities,Segment liabilities,"7,059,009,175,742","721,074,036,934","6,573,913,208,475","(6,008,527,020,725)","8,345,469,400,426",,,,,
