row_label_raw,row_label_full,col_0,Ending balance,Currency: VNDBeginning balance,numeric__Ending balance,numeric__Currency: VNDBeginning balance
The Packaging Technology Company Limited,The Packaging Technology Company Limited,The Packaging Technology Company Limited,"12,022,642,028",-,,
Hanoi Fire Prevention & Extinguishment Construction Joint Stock Company,Hanoi Fire Prevention & Extinguishment Construction Joint Stock Company,Hanoi Fire Prevention & Extinguishment Construction Joint Stock Company,"6,900,000,000",-,,
Thinh Phat Kim Son 1 Joint Stock Company,Thinh Phat Kim Son 1 Joint Stock Company,Thinh Phat Kim Son 1 Joint Stock Company,"5,000,000,000",-,,
Cong Minh Construction Company Limited,Cong Minh Construction Company Limited,Cong Minh Construction Company Limited,"4,868,415,903","4,868,415,903",,
CPT Group Joint Stock Company,CPT Group Joint Stock Company,CPT Group Joint Stock Company,"4,513,740,556","20,000,000,000",,
Newgreen Environment Equipment and Technology Development Joint Stock Company,Newgreen Environment Equipment and Technology Development Joint Stock Company,Newgreen Environment Equipment and Technology Development Joint Stock Company,"3,574,215,689","3,574,215,689",,
Other suppliers,Other suppliers,Other suppliers,"67,920,286,342","111,956,949,308",,
TOTAL,TOTAL,TOTAL,"104,799,300,518","140,399,580,900",,
