row_label_raw,row_label_full,col_0,Animal feed and raw materials for animal feed production,Trading in real estate and construction services and other activities,Breeding and food processing,Adjustment and elimination,Currency: VND,numeric__Animal feed and raw materials for animal feed production,numeric__Trading in real estate and construction services and other activities,numeric__Breeding and food processing,numeric__Adjustment and elimination,numeric__Currency: VND
Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,,,,,
Net revenue from external sales and services,Net revenue from external sales and services,Net revenue from external sales and services,"6,339,058,102,026","283,140,394,062","6,951,324,735,810",-,"13,573,523,231,898",,,,,
Net revenue from inter-segment sales,Net revenue from inter-segment sales,Net revenue from inter-segment sales,"7,802,823,896,276","49,325,114,296","2,223,249,422,982","(10,075,398,433,554)",-,,,,,
Total revenue,Total revenue,Total revenue,"14,141,881,998,302","332,465,508,358","9,174,574,158,792","(10,075,398,433,554)","13,573,523,231,898",,,,,
Results,Results,Results,Results,Results,Results,Results,Results,,,,,
Profit before tax,Profit before tax,Profit before tax,"441,530,779,280","26,576,398,462","374,340,865,444","11,800,503,018","854,248,546,204",,,,,
Corporate income tax expenses,Corporate income tax expenses,Corporate income tax expenses,"(90,903,746,632)","(5,324,483,800)","(11,366,066,863)",-,"(107,594,297,295)",,,,,
Deferred tax income,Deferred tax income,Deferred tax income,"22,429,503,546",-,-,-,"22,429,503,546",,,,,
Net profit after tax,Net profit after tax,Net profit after tax,"373,056,536,194","21,251,914,662","362,974,798,581","11,800,503,018","769,083,752,455",,,,,
Other segment information,Other segment information,Other segment information,Other segment information,Other segment information,Other segment information,Other segment information,Other segment information,,,,,
Capital expenditure,Capital expenditure,Capital expenditure,"121,132,943,541","3,522,197,883","662,500,924,266",-,"787,156,065,690",,,,,
Depreciation,Depreciation,Depreciation,"210,098,579,794","12,104,909,893","417,004,253,891",-,"639,207,743,578",,,,,
Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,,,,,
Total assets,Total assets,Total assets,"8,720,647,398,133","2,108,132,499,555","6,629,455,158,453","(3,336,679,228,544)","14,121,555,827,597",,,,,
Segment assets,Segment assets,Segment assets,"8,720,647,398,133","2,108,132,499,555","6,629,455,158,453","(5,263,032,120,557)","12,195,202,935,584",,,,,
Unallocated assets (*),Unallocated assets (*),Unallocated assets (*),,,,"1,926,352,892,013","1,926,352,892,013",,,,,
Total liabilities,Total liabilities,Total liabilities,"5,677,624,699,976","566,009,952,473","6,882,845,647,376","(5,771,004,172,129)","7,355,476,127,696",,,,,
Segment liabilities,Segment liabilities,Segment liabilities,"5,677,624,699,976","566,009,952,473","6,882,845,647,376","(5,771,004,172,129)","7,355,476,127,696",,,,,
