row_label_raw,row_label_full,col_0,31/12/2018,01/7/2018,numeric__31/12/2018,numeric__01/7/2018
,,,VND,VND,,
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,9.962.167.458,511.648.764.669,9962167458.0,511648764669.0
Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam,Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam,Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam,9.962.167.458,511.648.764.669,9962167458.0,511648764669.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,42.935.794.584,59.977.539.695,42935794584.0,59977539695.0
Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,41.414.975.677,45.583.823.258,41414975677.0,45583823258.0
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,1.111.335.085,-,1111335085.0,
Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,332.592.435,14.325.533.583,332592435.0,14325533583.0
Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,64.216.387,68.182.854,64216387.0,68182854.0
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,12.675.000,-,12675000.0,
Trà trước cho người bán ngắn hạn,Trà trước cho người bán ngắn hạn,Trà trước cho người bán ngắn hạn,4.338.748.235,4.635.096.315,4338748235.0,4635096315.0
Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,2.686.937.637,667.318.740,2686937637.0,667318740.0
Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu kh,Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu kh,Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu kh,1.621.810.598,3.674.777.575,1621810598.0,3674777575.0
Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,-,263.000.000,,263000000.0
Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,30.000.000,30.000.000,30000000.0,30000000.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,264.052.370.087,265.062.674.711,264052370087.0,265062674711.0
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,218.489.976.676,219.500.281.300,218489976676.0,219500281300.0
Ban Quản lý Dự án Điện lực Dầu khí Vũng Áng - Quảng Trạch,Ban Quản lý Dự án Điện lực Dầu khí Vũng Áng - Quảng Trạch,Ban Quản lý Dự án Điện lực Dầu khí Vũng Áng - Quảng Trạch,44.717.292.306,44.717.292.306,44717292306.0,44717292306.0
Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,845.101.105,845.101.105,845101105.0,845101105.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,2.005.985.347.262,2.384.124.130.760,2005985347262.0,2384124130760.0
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,1.356.822.881.228,1.430.470.932.431,1356822881228.0,1430470932431.0
Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,639.274.563.146,899.604.633.053,639274563146.0,899604633053.0
Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,2.147.881.922,1.169.136.393,2147881922.0,1169136393.0
Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,2.063.035.350,37.801.072.390,2063035350.0,37801072390.0
