row_label_raw,row_label_full,col_0,31/12/2018 > Giá trịVND,31/12/2018 > Số có khả năngVND,01/7/2018 > Giá trịVND,01/7/2018 > Số có khả năngVND,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Số có khả năngVND,numeric__01/7/2018 > Giá trịVND,numeric__01/7/2018 > Số có khả năngVND
a. Các khoản phải trả người bán ngắn hạn,a. Các khoản phải trả người bán ngắn hạn,a. Các khoản phải trả người bán ngắn hạn,3.894.482.328.747,3.894.482.328.747,4.324.286.942.142,4.324.286.942.142,3894482328747.0,3894482328747.0,4324286942142.0,4324286942142.0
Siemens Aktiengesellschaft (i),Siemens Aktiengesellschaft (i),Siemens Aktiengesellschaft (i),2.483.148.580.687,2.483.148.580.687,2.483.170.388.781,2.483.170.388.781,2483148580687.0,2483148580687.0,2483170388781.0,2483170388781.0
Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,322.515.111.660,322.515.111.660,723.645.473.734,723.645.473.734,322515111660.0,322515111660.0,723645473734.0,723645473734.0
Tổng Công ty Xây dựng và Phát triển Hạ tầng,Tổng Công ty Xây dựng và Phát triển Hạ tầng,Tổng Công ty Xây dựng và Phát triển Hạ tầng,105.028.573.670,105.028.573.670,92.484.472.987,92.484.472.987,105028573670.0,105028573670.0,92484472987.0,92484472987.0
Tổng Công ty Sông Đà,Tổng Công ty Sông Đà,Tổng Công ty Sông Đà,46.480.885.494,46.480.885.494,72.705.222.023,72.705.222.023,46480885494.0,46480885494.0,72705222023.0,72705222023.0
Tổng Công ty Lắp máy Việt Nam,Tổng Công ty Lắp máy Việt Nam,Tổng Công ty Lắp máy Việt Nam,20.226.382.739,20.226.382.739,32.300.822.607,32.300.822.607,20226382739.0,20226382739.0,32300822607.0,32300822607.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,917.082.794.497,917.082.794.497,919.980.562.010,919.980.562.010,917082794497.0,917082794497.0,919980562010.0,919980562010.0
b. Phải trả người bán là các bên liên quan (chi tiết tại Thuyết minh số 36),b. Phải trả người bán là các bên liên quan (chi tiết tại Thuyết minh số 36),b. Phải trả người bán là các bên liên quan (chi tiết tại Thuyết minh số 36),2.005.985.347.262,2.005.985.347.262,2.384.124.130.760,2.384.124.130.760,2005985347262.0,2005985347262.0,2384124130760.0,2384124130760.0
,,,5.900.467.676.009,5.900.467.676.009,6.708.411.072.902,6.708.411.072.902,5900467676009.0,5900467676009.0,6708411072902.0,6708411072902.0
