row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà xưởng và vật kiến trúc,Nhà xưởng và vật kiến trúc,Nhà xưởng và vật kiến trúc,5 - 25,
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,5 - 20,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,5 - 10,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,3 - 7,
Tài sản cố định khác,Tài sản cố định khác,Tài sản cố định khác,3 - 5,
