row_label_raw,row_label_full,col_0,31/12/2018,31/12/2018_1,01/7/2018,01/7/2018_1,numeric__31/12/2018,numeric__31/12/2018_1,numeric__01/7/2018,numeric__01/7/2018_1
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng,,,,
Công ty Cổ phần Điện Việt Lào (*),Công ty Cổ phần Điện Việt Lào (*),Công ty Cổ phần Điện Việt Lào (*),320.049.656.500,-,320.049.656.500,-,320049656500.0,,320049656500.0,
"Đầu tư vào Dự án HH3 Nam An Khánh, Hoài Đức, Hà Nội","Đầu tư vào Dự án HH3 Nam An Khánh, Hoài Đức, Hà Nội","Đầu tư vào Dự án HH3 Nam An Khánh, Hoài Đức, Hà Nội",81.741.478.800,-,81.741.478.800,-,81741478800.0,,81741478800.0,
Công ty TNHH FCC Việt Nam,Công ty TNHH FCC Việt Nam,Công ty TNHH FCC Việt Nam,49.495.000.000,-,49.495.000.000,-,49495000000.0,,49495000000.0,
Công ty TNHH Phụ tùng Xe máy Ôtô Showa Việt Nam,Công ty TNHH Phụ tùng Xe máy Ôtô Showa Việt Nam,Công ty TNHH Phụ tùng Xe máy Ôtô Showa Việt Nam,36.673.137.983,-,36.673.137.983,-,36673137983.0,,36673137983.0,
Công ty Cổ phần Thủy điện Sông Tranh 3 (*),Công ty Cổ phần Thủy điện Sông Tranh 3 (*),Công ty Cổ phần Thủy điện Sông Tranh 3 (*),29.341.800.000,144.719.609,29.341.800.000,-,29341800000.0,144719609.0,29341800000.0,
Công ty Cổ phần EVN Quốc tế (*),Công ty Cổ phần EVN Quốc tế (*),Công ty Cổ phần EVN Quốc tế (*),28.800.000.000,-,28.800.000.000,-,28800000000.0,,28800000000.0,
Công ty Cổ phần Phát triển Đô thị Dầu khí (*),Công ty Cổ phần Phát triển Đô thị Dầu khí (*),Công ty Cổ phần Phát triển Đô thị Dầu khí (*),18.202.000.000,18.202.000.000,18.202.000.000,-,18202000000.0,18202000000.0,18202000000.0,
Công ty TNHH Vietnam Nippon Seiki,Công ty TNHH Vietnam Nippon Seiki,Công ty TNHH Vietnam Nippon Seiki,11.781.000.000,-,11.781.000.000,-,11781000000.0,,11781000000.0,
Công ty Cổ phần Đầu tư Bê tông Công nghệ cao,Công ty Cổ phần Đầu tư Bê tông Công nghệ cao,Công ty Cổ phần Đầu tư Bê tông Công nghệ cao,11.140.000.000,11.140.000.000,11.140.000.000,11.140.000.000,11140000000.0,11140000000.0,11140000000.0,11140000000.0
Công ty Cổ phần Công nghệ Thông tin Viễn thông và Tự động hóa Dầu khí,Công ty Cổ phần Công nghệ Thông tin Viễn thông và Tự động hóa Dầu khí,Công ty Cổ phần Công nghệ Thông tin Viễn thông và Tự động hóa Dầu khí,5.040.000.000,-,5.040.000.000,-,5040000000.0,,5040000000.0,
Công ty Cổ phần Đóng mới và Sửa chữa tàu Dầu khí Nhơn Trạch,Công ty Cổ phần Đóng mới và Sửa chữa tàu Dầu khí Nhơn Trạch,Công ty Cổ phần Đóng mới và Sửa chữa tàu Dầu khí Nhơn Trạch,3.621.000.000,1.281.663.209,3.621.000.000,740.303.232,3621000000.0,1281663209.0,3621000000.0,740303232.0
Công ty Cổ phần Xây lắp điện Dầu khí Việt Nam,Công ty Cổ phần Xây lắp điện Dầu khí Việt Nam,Công ty Cổ phần Xây lắp điện Dầu khí Việt Nam,3.000.000.000,-,3.000.000.000,-,3000000000.0,,3000000000.0,
Công ty Cổ phần Thực phẩm Nghệ An,Công ty Cổ phần Thực phẩm Nghệ An,Công ty Cổ phần Thực phẩm Nghệ An,2.016.000.000,2.016.000.000,2.016.000.000,2.016.000.000,2016000000.0,2016000000.0,2016000000.0,2016000000.0
Công ty Cổ phần Thùy điện Sơn Trà Sông Đà (*),Công ty Cổ phần Thùy điện Sơn Trà Sông Đà (*),Công ty Cổ phần Thùy điện Sơn Trà Sông Đà (*),1.228.800.000,1.228.800.000,1.228.800.000,-,1228800000.0,1228800000.0,1228800000.0,
Công ty Cổ phần Cơ điện Dầu khí (*),Công ty Cổ phần Cơ điện Dầu khí (*),Công ty Cổ phần Cơ điện Dầu khí (*),1.000.000.000,263.770.062,1.000.000.000,-,1000000000.0,263770062.0,1000000000.0,
Công ty Cổ phần Máy - Thiết bị Dầu khí Miễn Nam,Công ty Cổ phần Máy - Thiết bị Dầu khí Miễn Nam,Công ty Cổ phần Máy - Thiết bị Dầu khí Miễn Nam,841.102.790,680.584.599,841.102.790,680.584.599,841102790.0,680584599.0,841102790.0,680584599.0
Công ty Cổ phần Năng lượng Châu Á Thái Bình Dương (*),Công ty Cổ phần Năng lượng Châu Á Thái Bình Dương (*),Công ty Cổ phần Năng lượng Châu Á Thái Bình Dương (*),550.000.000,550.000.000,550.000.000,-,550000000.0,550000000.0,550000000.0,
,,,604.520.976.073,35.507.537.479,604.520.976.073,14.576.887.831,604520976073.0,35507537479.0,604520976073.0,14576887831.0
