row_label_raw,row_label_full,Tên công ty,Nơi thành lập và hoạt động,Tỷ lệ phân sở hữu %,Tỷ lệ biểu quyết nằm giữ %,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phân sở hữu %,numeric__Tỷ lệ biểu quyết nằm giữ %,numeric__Hoạt động chính
Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,Sơn La,"30,72","30,72",Sản xuất điện,,30.72,30.72,
Công ty Cổ phần Năng lượng Sống Hồng,Công ty Cổ phần Năng lượng Sống Hồng,Công ty Cổ phần Năng lượng Sống Hồng,Yên Bái,"44,07","44,07",Sản xuất điện,,44.07,44.07,
Công ty Cổ phần Máy - Thiết bị Dầu khí Miền Bắc Việt Nam,Công ty Cổ phần Máy - Thiết bị Dầu khí Miền Bắc Việt Nam,Công ty Cổ phần Máy - Thiết bị Dầu khí Miền Bắc Việt Nam,Hà Nội,"34,58","34,58",Thường mại,,34.58,34.58,
