row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Quyền chọn chuyển đổi trái phiếu,Quỹ đầu tư phát triển,Lợi nhuận sau thuế chưa phân phối,Cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Quyền chọn chuyển đổi trái phiếu,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Cộng
Số dư tại 01/01/2015,Số dư tại 01/01/2015,Số dư tại 01/01/2015,1.492.535.080.000,819.082.000,-,6.196.436.959,65.565.406.246,1.565.116.005.205,1492535080000.0,819082000.0,,6196436959.0,65565406246.0,1565116005205.0
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,199.326.090.000,49.831.522.500,94.188.783.378,-,48.456.089.553,391.802.485.431,199326090000.0,49831522500.0,94188783378.0,,48456089553.0,391802485431.0
Giảm trong kỳ,Giảm trong kỳ,Giảm trong kỳ,-,722.500.000,-,-,-,722.500.000,,722500000.0,,,,722500000.0
Số dư tại 31/12/2015,Số dư tại 31/12/2015,Số dư tại 31/12/2015,1.691.861.170.000,49.928.104.500,94.188.783.378,6.196.436.959,114.021.495.799,1.956.195.990.636,1691861170000.0,49928104500.0,94188783378.0,6196436959.0,114021495799.0,1956195990636.0
Số dư tại 01/01/2016,Số dư tại 01/01/2016,Số dư tại 01/01/2016,1.691.861.170.000,49.928.104.500,94.188.783.378,6.196.436.959,114.021.495.799,1.956.195.990.636,1691861170000.0,49928104500.0,94188783378.0,6196436959.0,114021495799.0,1956195990636.0
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,609.582.250.000 (*),44.639.233.828,-,-,56.796.936.269,711.018.420.097,,44639233828.0,,,56796936269.0,711018420097.0
Giảm trong kỳ,Giảm trong kỳ,Giảm trong kỳ,-,44.054.550.000,94.188.783.378,-,68.250.000.000,206.493.333.378,,44054550000.0,94188783378.0,,68250000000.0,206493333378.0
Số dư tại 31/12/2016,Số dư tại 31/12/2016,Số dư tại 31/12/2016,2.301.443.420.000,50.512.788.328,-,6.196.436.959,102.568.432.068,2.460.721.077.355,2301443420000.0,50512788328.0,,6196436959.0,102568432068.0,2460721077355.0
