row_label_raw,row_label_full,col_0,31/12/2016 > Giá trị,31/12/2016 > Dự phòng,01/01/2016 > Giá trị,01/01/2016 > Dự phòng,numeric__31/12/2016 > Giá trị,numeric__31/12/2016 > Dự phòng,numeric__01/01/2016 > Giá trị,numeric__01/01/2016 > Dự phòng
"Phải thu về cổ tức, lợi nhuận được chia","Phải thu về cổ tức, lợi nhuận được chia","Phải thu về cổ tức, lợi nhuận được chia",-,-,19.975.903.935,-,,,19975903935.0,
Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,10.858.231.638,-,9.667.710.558,-,10858231638.0,,9667710558.0,
Phải thu về lãi cho vay,Phải thu về lãi cho vay,Phải thu về lãi cho vay,99.154.108.849,(974.653.388),60.167.606.415,(759.366.355),99154108849.0,-974653388.0,60167606415.0,-759366355.0
- Công ty CP Trồng rừng & Cây CN DLGL,- Công ty CP Trồng rừng & Cây CN DLGL,- Công ty CP Trồng rừng & Cây CN DLGL,21.669.864.497,-,11.008.796.021,-,21669864497.0,,11008796021.0,
- Công ty TNHH KTKS Đức Sang Gia Lai,- Công ty TNHH KTKS Đức Sang Gia Lai,- Công ty TNHH KTKS Đức Sang Gia Lai,1.635.037.883,-,2.010.037.883,-,1635037883.0,,2010037883.0,
- DNTN DL Lữ hành & ĐT Xây dựng NHHTC,- DNTN DL Lữ hành & ĐT Xây dựng NHHTC,- DNTN DL Lữ hành & ĐT Xây dựng NHHTC,974.653.388,(974.653.388),974.653.388,(759.366.355),974653388.0,-974653388.0,974653388.0,-759366355.0
- Công ty TNHH Đức Long Dung Quát,- Công ty TNHH Đức Long Dung Quát,- Công ty TNHH Đức Long Dung Quát,-,-,16.185.312.138,-,,,16185312138.0,
- Công ty CP Quốc tế Sài Gòn,- Công ty CP Quốc tế Sài Gòn,- Công ty CP Quốc tế Sài Gòn,46.610.648.101,-,25.365.478.587,-,46610648101.0,,25365478587.0,
- Nguyễn Tân Tiến,- Nguyễn Tân Tiến,- Nguyễn Tân Tiến,8.871.577.178,-,-,-,8871577178.0,,,
- Nguyễn Thanh Lâm,- Nguyễn Thanh Lâm,- Nguyễn Thanh Lâm,18.705.064.735,-,4.526.495.063,-,18705064735.0,,4526495063.0,
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,687.263.067,-,96.833.335,-,687263067.0,,96833335.0,
Tạm ứng,Tạm ứng,Tạm ứng,17.021.837.150,(67.479.236),11.204.158.225,(67.479.236),17021837150.0,-67479236.0,11204158225.0,-67479236.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,4.992.374.170,(1.557.012.357),1.842.496.375,(1.161.588.032),4992374170.0,-1557012357.0,1842496375.0,-1161588032.0
Cộng,Cộng,Cộng,132.026.551.807,(2.599.144.981),102.857.875.508,(1.988.433.623),132026551807.0,-2599144981.0,102857875508.0,-1988433623.0
