row_label_raw,row_label_full,31/12/2016,Không quá 1 năm,Trên 1 năm,Tổng,numeric__Không quá 1 năm,numeric__Trên 1 năm,numeric__Tổng
Phải trả người bán,Phải trả người bán,Phải trả người bán,212.883.470.674,-,212.883.470.674,212883470674.0,,212883470674.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,20.736.312.067,-,20.736.312.067,20736312067.0,,20736312067.0
Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,724.984.418.372,819.557.289.391,1.544.541.707.763,724984418372.0,819557289391.0,1544541707763.0
Phải trả khác,Phải trả khác,Phải trả khác,99.645.562.541,7.746.335.250,107.391.897.791,99645562541.0,7746335250.0,107391897791.0
Cộng,Cộng,Cộng,1.058.249.763.654,827.303.624.641,1.885.553.388.295,1058249763654.0,827303624641.0,1885553388295.0
01/01/2016,01/01/2016,01/01/2016,Không quá 1 năm,Trên 1 năm,Tổng,,,
Phải trả người bán,01/01/2016 > Phải trả người bán,Phải trả người bán,272.818.519.839,-,272.818.519.839,272818519839.0,,272818519839.0
Chi phí phải trả,01/01/2016 > Chi phí phải trả,Chi phí phải trả,8.576.081.430,-,8.576.081.430,8576081430.0,,8576081430.0
Vay và nợ thuê tài chính,01/01/2016 > Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,172.576.369.823,1.003.084.892.557,1.175.661.262.380,172576369823.0,1003084892557.0,1175661262380.0
Phải trả khác,01/01/2016 > Phải trả khác,Phải trả khác,49.838.912.764,74.595.230.845,124.434.143.609,49838912764.0,74595230845.0,124434143609.0
Cộng,01/01/2016 > Cộng,Cộng,503.809.883.856,1.077.680.123.402,1.581.490.007.258,503809883856.0,1077680123402.0,1581490007258.0
