row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2016 VND,01/01/2016 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__01/01/2016 VND
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,2.559.156.846.971,2.468.458.739.216,100.0,,2559156846971.0,2468458739216.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,79.370.179.360,65.261.876.195,110.0,,79370179360.0,65261876195.0
1. Tiền,1. Tiền,1. Tiền,111,5,38.360.924.154,24.774.181.161,111.0,5.0,38360924154.0,24774181161.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,6,41.009.255.206,40.487.695.034,112.0,6.0,41009255206.0,40487695034.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,580.094.590.556,837.264.666.667,120.0,,580094590556.0,837264666667.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,7a,264.000.000.000,264.000.000.000,121.0,,264000000000.0,264000000000.0
2. Đầu tư nằm giữ đến ngày đáo hạn,2. Đầu tư nằm giữ đến ngày đáo hạn,2. Đầu tư nằm giữ đến ngày đáo hạn,123,7b,316.094.590.556,573.264.666.667,123.0,,316094590556.0,573264666667.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,1.633.226.491.753,1.209.692.016.603,130.0,,1633226491753.0,1209692016603.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,8,349.435.643.586,261.633.477.353,131.0,8.0,349435643586.0,261633477353.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,9,367.637.187.730,186.293.405.875,132.0,9.0,367637187730.0,186293405875.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,10a,794.904.748.523,668.154.171.305,135.0,,794904748523.0,668154171305.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,11a,132.026.551.807,102.857.875.508,136.0,,132026551807.0,102857875508.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,12,(10.777.639.893),(9.246.913.438),137.0,12.0,-10777639893.0,-9246913438.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,13,266.288.707.829,356.223.464.753,140.0,13.0,266288707829.0,356223464753.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,266.288.707.829,356.223.464.753,141.0,,266288707829.0,356223464753.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,-,-,149.0,,,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,176.877.473,16.714.998,150.0,,176877473.0,16714998.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,12.415.909,16.714.998,151.0,,12415909.0,16714998.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,164.461.564,-,152.0,,164461564.0,
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,1.918.099.426.454,1.531.179.598.658,200.0,,1918099426454.0,1531179598658.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,248.386.304.573,185.508.702.723,210.0,,248386304573.0,185508702723.0
1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,215,10b,225.647.099.300,157.343.713.318,215.0,,225647099300.0,157343713318.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,11b,22.739.205.273,28.164.989.405,216.0,,22739205273.0,28164989405.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,80.038.213.318,70.964.697.605,220.0,,80038213318.0,70964697605.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,14,51.321.843.755,27.381.458.178,221.0,14.0,51321843755.0,27381458178.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,82.045.351.637,54.463.128.567,222.0,,82045351637.0,54463128567.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(30.723.507.882),(27.081.670.389),223.0,,-30723507882.0,-27081670389.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,15,28.716.369.563,43.583.239.427,227.0,15.0,28716369563.0,43583239427.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,28.976.875.270,43.822.915.270,228.0,,28976875270.0,43822915270.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(260.505.707),(239.675.843),229.0,,-260505707.0,-239675843.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,16,198.402.599.768,203.972.866.568,230.0,16.0,198402599768.0,203972866568.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,222.484.336.931,222.484.336.931,231.0,,222484336931.0,222484336931.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(24.081.737.163),(18.511.470.363),232.0,,-24081737163.0,-18511470363.0
