row_label_raw,row_label_full,Số đầu năm > Giá trị đồng thời là sốcó khả năng trả nợ,Trong năm > Tăng trong năm,Trong năm > Giảm trong năm,Đơn vị tính: VND > Số cuối năm > Giá trị đồng thời là sốcó khả năng trả nợ,numeric__Trong năm > Tăng trong năm,numeric__Trong năm > Giảm trong năm,numeric__Đơn vị tính: VND > Số cuối năm > Giá trị đồng thời là sốcó khả năng trả nợ
14.101.810.232.968,14.101.810.232.968,14.101.810.232.968,26.563.767.844.328,(31.851.846.397.506),8.813.731.679.790,26563767844328.0,-31851846397506.0,8813731679790.0
-,-,-,7.590.315.202.809,(7.590.315.202.809),-,7590315202809.0,-7590315202809.0,
-,-,-,3.973.682.722.225,-,3.973.682.722.225,3973682722225.0,,3973682722225.0
14.101.810.232.968,14.101.810.232.968,14.101.810.232.968,38.127.765.769.362,(39.442.161.600.315),12.787.414.402.015,38127765769362.0,-39442161600315.0,12787414402015.0
