row_label_raw,row_label_full,STT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
52,52,52,Công ty Cổ phần Dịch Vụ Thương Mại Tổng Hợp Vincommerce,Công ty Vincommerce,"56,44","50,07","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, TP Hồ Chí Minh",Bán lẻ trong các cửa hàng chuyên doanh,,,56.44,50.07,,
53,53,53,Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinDS,Công ty VinDS,"99,00","98,91",Khu Đô thị Sinh thái Vinhomes Riverside (1),Bán lẻ tại các trung tâm thương mại hoặc cửa hàng tiện ích,,,99.0,98.91,,
54,54,54,Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Vinmec,Công ty Vinmec,"100,00","99,50","Số 458, phố Minh Khai, phường Vĩnh Tuy, quận Hai Bà Trung, TP Hà Nội",Cung cấp các dịch vụ bệnh viện,,,100.0,99.5,,
55,55,55,Công ty TNHH MTV Vinschool,Công ty Vinschool,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ giáo dục,,,100.0,100.0,,
56,56,56,Công ty TNHH Giáo dục và Đảo tạo VinAcademy,Công ty VinAcademy,"100,00","99,93",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ giáo dục,,,100.0,99.93,,
57,57,57,Công ty TNHH Dịch vụ Bảo vệ Vincom,Công ty Bảo vệ Vincom,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Kinh doanh dịch vụ bảo vệ,,,100.0,100.0,,
58,58,58,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp VinEco,Công ty VinEco,"100,00","99,67",Khu Đô thị Sinh thái Vinhomes Riverside (1),Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,100.0,99.67,,
59,59,59,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp VinEco-Tam Đảo,Công ty VinEco Tam Đảo,"89,02","88,73","Thôn Cơ Quan, TT Gia Khánh, huyện Bình Xuyên, tỉnh Vĩnh Phúc",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,89.02,88.73,,
60,60,60,Công ty TNHH Nông nghiệp Đồng Nai-VinEco,Công ty VinEco Đồng Nai,"77,50","77,24","Km13, Quốc Lộ 51, ấp Long Khánh 3, xã Tam Phước, TP Biên Hòa, tỉnh Đồng Nai",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,77.5,77.24,,
61,61,61,Công ty TNHH Nông Nghiệp VINECO SAGRI,Công ty VinEco Sagri,"64,00","63,79","Số 38 Phạm Văn Côi, xã Phạm Văn Côi, Huyện Củ Chi, TP Hồ Chí Minh",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,64.0,63.79,,
62,62,62,Công ty Cổ phần Du lịch và Thủy sản Vạn Phát,Công ty Vạn Phát,"90,00","89,70","Thôn Đường K'Si, xã Đa Chais, huyện Lạc Dương, tỉnh Lâm Đồng","Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan",,,90.0,89.7,,
