row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Dự án Khu đô thị sinh thái đào Vũ Yên,Dự án Khu đô thị sinh thái đào Vũ Yên,Dự án Khu đô thị sinh thái đào Vũ Yên,913.257.317.858,411.639.602.203,913257317858.0,411639602203.0
Dự án Vinhomes Imperia Hải Phòng,Dự án Vinhomes Imperia Hải Phòng,Dự án Vinhomes Imperia Hải Phòng,892.195.922.170,309.249.657.518,892195922170.0,309249657518.0
Dự án Vinhomes Hà Tĩnh,Dự án Vinhomes Hà Tĩnh,Dự án Vinhomes Hà Tĩnh,335.014.136.105,50.625.915.469,335014136105.0,50625915469.0
Dự án Vincom Hùng Vương,Dự án Vincom Hùng Vương,Dự án Vincom Hùng Vương,188.799.600.965,71.638.460.640,188799600965.0,71638460640.0
Dự án Vincom Yên Bái,Dự án Vincom Yên Bái,Dự án Vincom Yên Bái,124.400.721.734,46.548.869.440,124400721734.0,46548869440.0
Dự án Vincom Thanh Hóa,Dự án Vincom Thanh Hóa,Dự án Vincom Thanh Hóa,123.873.377.402,12.942.906.625,123873377402.0,12942906625.0
Dự án Vincom Hà Nam,Dự án Vincom Hà Nam,Dự án Vincom Hà Nam,80.771.814.675,1.091.490.000,80771814675.0,1091490000.0
Dự án Vincom Quảng Bình,Dự án Vincom Quảng Bình,Dự án Vincom Quảng Bình,79.991.233.757,-,79991233757.0,
Dự án Vincom Rạch Giá – Kiên Giang,Dự án Vincom Rạch Giá – Kiên Giang,Dự án Vincom Rạch Giá – Kiên Giang,79.334.580.316,764.139.545,79334580316.0,764139545.0
Dự án Vincom Tuyên Quang,Dự án Vincom Tuyên Quang,Dự án Vincom Tuyên Quang,51.024.427.860,310.887.500,51024427860.0,310887500.0
Dự án Vinhomes Dragon Bay,Dự án Vinhomes Dragon Bay,Dự án Vinhomes Dragon Bay,48.488.548.433,34.016.862.606,48488548433.0,34016862606.0
Dự án Vincom Lạng Sơn,Dự án Vincom Lạng Sơn,Dự án Vincom Lạng Sơn,46.830.447.487,2.538.553.805,46830447487.0,2538553805.0
Dự án Vinhomes Riverside The Harmony,Dự án Vinhomes Riverside The Harmony,Dự án Vinhomes Riverside The Harmony,-,1.135.894.144.276,,1135894144276.0
Dự án Vincom Plaza Xuân Khánh - Cần Thơ,Dự án Vincom Plaza Xuân Khánh - Cần Thơ,Dự án Vincom Plaza Xuân Khánh - Cần Thơ,-,631.867.706.667,,631867706667.0
Dự án Vincom Plaza Thái Bình,Dự án Vincom Plaza Thái Bình,Dự án Vincom Plaza Thái Bình,-,61.882.078.218,,61882078218.0
Các dự án khác,Các dự án khác,Các dự án khác,308.063.937.637,34.530.669.065,308063937637.0,34530669065.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.272.046.066.399,2.805.541.943.577,3272046066399.0,2805541943577.0
