row_label_raw,row_label_full,STT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
1,1,1,Công ty Cổ phần Vincom Retail,Công ty Vincom Retail,"100,00","99,28",Khu Đô thị Sinh thái Vinhomes Riverside\( ^{(1)} \),"Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,99.28,,
2,2,2,Công ty TNHH Vincom Retail Miền Nam,Công ty Vincom Retail Miền Nam,"100,00","99,28","72 Lê Thánh Tôn và 45A Lý Tư Trọng, phường Bến Nghé, quận 1, TP Hồ Chí Minh",Cho thuê mặt bằng bán lẻ,,,100.0,99.28,,
3,3,3,Công ty TNHH Vincom Retail Miền Bắc,Công ty Vincom Retail Miền Bắc,"100,00","99,28","Số 72A, Nguyễn Trãi, phường Thương Đình, quận Thanh Xuân, TP Hà Nội",Cho thuê mặt bằng bán lẻ,,,100.0,99.28,,
4,4,4,Công ty Cổ phần Đầu tư và Phát triển Đỏ thị Suối Hoa,Công ty Suối Hoa,"97,83","97,12","Km1 + 200, đường Trần Hưng Đạo, phường Suối Hoa, TP Bắc Ninh, tỉnh Bắc Ninh","Đầu tư, xây dựng và kinh doanh bất động sản",,,97.83,97.12,,
5,5,5,Công ty Cổ phần Đầu tư An Phong,Công ty An Phong,"100,00","99,28","3 Đường 3/2, phường 11, quận 10, TP Hồ Chí Minh",Cho thuê mặt bằng bán lẻ,,,100.0,99.28,,
6,6,6,Công ty TNHH MTV Thương mại Đầu tư và Phát triển Thời Đại,Công ty Thời Đại,"100,00","100,00","72 Lê Thánh Tôn và 45A Lý Tư Trọng, phường Bến Nghé, quận 1, TP Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,100.0,,
7,7,7,Công ty TNHH Kinh doanh Bất động sản Vinhomes 1,Công ty Vinhomes 1,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside\( ^{(1)} \),Kinh doanh bất động sản,,,100.0,100.0,,
8,8,8,Công ty TNHH Kinh doanh Bất Động Sản Vinhomes 2,Công ty Vinhomes 2,"100,00","99,93",Khu Đô thị Sinh thái Vinhomes Riverside\( ^{(1)} \),Kinh doanh bất động sản,,,100.0,99.93,,
9,9,9,Công ty TNHH Quản lý Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside\( ^{(1)} \),Xây dựng nhà và các công trình kỹ thuật dân dụng,,,100.0,100.0,,
9,9,9,Công ty TNHH Quản lý Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside\( ^{(1)} \),Hoạt động kiến trúc và tư vấn kỹ thuật,,,100.0,100.0,,
10,10,10,Công ty TNHH Quản lý Xây dựng Vincom 3,Công ty Xây dựng Vincom 3,"100,00","99,93",Khu Đô thị Sinh thái Vinhomes Riverside\( ^{(1)} \),Xây dựng nhà và các công trình kỹ thuật dân dụng,,,100.0,99.93,,
10,10,10,Công ty TNHH Quản lý Xây dựng Vincom 3,Công ty Xây dựng Vincom 3,"100,00","99,93",Khu Đô thị Sinh thái Vinhomes Riverside\( ^{(1)} \),Hoạt động kiến trúc và tư vấn kỹ thuật,,,100.0,99.93,,
11,11,11,Công ty TNHH Quản lý Xây dựng Vincom 6,Công ty Xây dựng Vincom 6,"100,00","99,93",Khu Đô thị Sinh thái Vinhomes Riverside\( ^{(1)} \),Hoạt động kiến trúc và tư vấn kỹ thuật,,,100.0,99.93,,
