row_label_raw,row_label_full,col_0,Don vị tính: VND,numeric__Don vị tính: VND
Số cuối năm,Số cuối năm,Số cuối năm,Số đầu năm,
1.207.500.000,Số cuối năm > 1.207.500.000,1.207.500.000,95.922.715.368,95922715368.0
20.860.000.000,Số cuối năm > 20.860.000.000,20.860.000.000,4.135.833.333,4135833333.0
-,Số cuối năm > -,-,8.386.000.000,8386000000.0
11.918.388.608,Số cuối năm > 11.918.388.608,11.918.388.608,927.585.555,927585555.0
-,Số cuối năm > -,-,11.570.416.667,11570416667.0
12.679.846.970,Số cuối năm > 12.679.846.970,12.679.846.970,9.729.027.778,9729027778.0
115.036.291.726,Số cuối năm > 115.036.291.726,115.036.291.726,24.141.284.942,24141284942.0
-,Số cuối năm > -,-,20.963.804.174,20963804174.0
-,Số cuối năm > -,-,23.244.634.101,23244634101.0
7.113.555.554,7.113.555.554,7.113.555.554,-,
165.317.436.018,7.113.555.554 > 165.317.436.018,165.317.436.018,124.929.133.021,124929133021.0
71.512.316.098,71.512.316.098,71.512.316.098,-,
-,71.512.316.098 > -,-,17.032.361.109,17032361109.0
18.992.859.067,71.512.316.098 > 18.992.859.067,18.992.859.067,8.797.560.662,8797560662.0
424.638.194.041,71.512.316.098 > 424.638.194.041,424.638.194.041,349.780.356.710,349780356710.0
