row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Vinmart+,Công ty Vinmart+,Công ty Vinmart+,Công ty con,
Công ty Vinecom,Công ty Vinecom,Công ty Vinecom,Công ty con,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,
Công ty Vinpearl Nha Trang,Công ty Vinpearl Nha Trang,Công ty Vinpearl Nha Trang,Công ty con,
Công ty Du lịch Phú Quốc,Công ty Du lịch Phú Quốc,Công ty Du lịch Phú Quốc,Công ty con,
Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty con,
Công ty Quản lý BĐS Vinhomes,Công ty Quản lý BĐS Vinhomes,Công ty Quản lý BĐS Vinhomes,Công ty con,
Công ty Nam Hà Nội,Công ty Nam Hà Nội,Công ty Nam Hà Nội,Công ty con,
Công ty Sài Đồng,Công ty Sài Đồng,Công ty Sài Đồng,Công ty con,
Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty con,
Công ty Xavinco,Công ty Xavinco,Công ty Xavinco,Công ty con,
Công ty Xây dựng Vincom 2,Công ty Xây dựng Vincom 2,Công ty Xây dựng Vincom 2,Công ty con,
Công ty Hồng Ngân,Công ty Hồng Ngân,Công ty Hồng Ngân,Công ty con,
Công ty Vinhomes 1,Công ty Vinhomes 1,Công ty Vinhomes 1,Công ty con,
Công ty Vinhomes 2,Công ty Vinhomes 2,Công ty Vinhomes 2,Công ty con,
Công ty Vinpearlland,Công ty Vinpearlland,Công ty Vinpearlland,Công ty con,
Công ty Vinmec,Công ty Vinmec,Công ty Vinmec,Công ty con,
Công ty Vinschool,Công ty Vinschool,Công ty Vinschool,Công ty con,
Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Công ty con,
Công ty Vincommerce,Công ty Vincommerce,Công ty Vincommerce,Công ty con,
Công ty M.Y.M,Công ty M.Y.M,Công ty M.Y.M,Công ty con đến ngày 3 tháng 2 năm 2016,
