row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,27.199.433.210.089,24.238.821.543.284,,,27199433210089.0,24238821543284.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,1.360.177.826.566,1.071.293.410.389,,4.0,1360177826566.0,1071293410389.0
111,111,111,1. Tiền,,1.360.177.826.566,571.293.410.389,,,1360177826566.0,571293410389.0
112,112,112,2. Các khoản tương đương tiền,,-,500.000.000.000,,,,500000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,5,13.372.452.000,2.142.032.490.611,,5.0,13372452000.0,2142032490611.0
121,121,121,1. Chứng khoán kinh doanh,,32.369.112.000,32.369.112.000,,,32369112000.0,32369112000.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(18.996.660.000),(14.958.000.000),,,-18996660000.0,-14958000000.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,-,2.124.621.378.611,,,,2124621378611.0
130,130,130,III. Các khoản phải thu ngắn hạn,,15.541.218.687.080,16.585.572.752.923,,,15541218687080.0,16585572752923.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,883.517.847.090,382.140.126.031,,61.0,883517847090.0,382140126031.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,515.334.735.744,132.228.960.187,,62.0,515334735744.0,132228960187.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,9.916.131.797.015,12.496.760.202.648,,7.0,9916131797015.0,12496760202648.0
136,136,136,4. Phải thu ngắn hạn khác,8,4.257.348.097.402,3.675.967.076.427,,8.0,4257348097402.0,3675967076427.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"6.1, 7, 8",(31.113.790.171),(101.523.612.370),,,-31113790171.0,-101523612370.0
140,140,140,IV. Hàng tồn kho,,5.290.511.327.802,730.548.865.043,,,5290511327802.0,730548865043.0
141,141,141,1. Hàng tồn kho,10,5.290.511.327.802,730.548.865.043,,10.0,5290511327802.0,730548865043.0
150,150,150,V. Tài sản ngắn hạn khác,,4.994.152.916.641,3.709.374.024.318,,,4994152916641.0,3709374024318.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,114.644.228.063,13.394.986.624,,11.0,114644228063.0,13394986624.0
152,152,152,2. Thuế GTGT được khấu trừ,,155.554.083.828,35.767.944.966,,,155554083828.0,35767944966.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,-,2.923.154.643,,,,2923154643.0
155,155,155,4. Tài sản ngắn hạn khác,12,4.723.954.604.750,3.657.287.938.085,,12.0,4723954604750.0,3657287938085.0
