row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Số cuối năm
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế thu nhập doanh nghiệp,Phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,85.686.612.112,(22.556.242.245),63.130.369.867,,85686612112.0,-22556242245.0,63130369867.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,9.072.164.065,53.689.242.455,(60.431.472.504),2.329.934.016,9072164065.0,53689242455.0,-60431472504.0,2329934016.0
Thuế nhà thầu,Phải nộp > Thuế nhà thầu,Thuế nhà thầu,280.159.282,65.071.467.785,(59.799.307.349),5.552.319.718,280159282.0,65071467785.0,-59799307349.0,5552319718.0
Tiền sử dụng đất phải nộp,Phải nộp > Tiền sử dụng đất phải nộp,Tiền sử dụng đất phải nộp,-,1.402.116.741.763,(734.399.417.263),667.717.324.500,,1402116741763.0,-734399417263.0,667717324500.0
TỔNG CỘNG,Phải nộp > TỔNG CỘNG,TỔNG CỘNG,9.352.323.347,1.606.564.064.115,(877.186.439.361),738.729.948.101,9352323347.0,1606564064115.0,-877186439361.0,738729948101.0
