row_label_raw,row_label_full,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm
147.455.144.055,147.455.144.055,147.455.144.055,-,
22.441.435.675,147.455.144.055 > 22.441.435.675,22.441.435.675,6.501.004.470,6501004470.0
1.988.742.545,1.988.742.545,1.988.742.545,,
46.344.170.635,1.988.742.545 > 46.344.170.635,46.344.170.635,199.615.260.788,199615260788.0
203.798.212.804,203.798.212.804,203.798.212.804,-,
4.822.903.963,4.822.903.963,4.822.903.963,,
13.225.190.959,4.822.903.963 > 13.225.190.959,13.225.190.959,34.944.719,34944719.0
2.883.422.971,4.822.903.963 > 2.883.422.971,2.883.422.971,39.499.512,39499512.0
5.625.988.983,5.625.988.983,5.625.988.983,-,
8.749.022.150,8.749.022.150,8.749.022.150,-,
33.350.724.127,8.749.022.150 > 33.350.724.127,33.350.724.127,1.032.088.727,1032088727.0
12.503.153.662,12.503.153.662,12.503.153.662,-,
100.500.286.523,100.500.286.523,100.500.286.523,-,
2.188.133.478,100.500.286.523 > 2.188.133.478,2.188.133.478,501.617.963,501617963.0
5.639.588.518,5.639.588.518,5.639.588.518,-,
-,5.639.588.518 > -,-,18.533.934.497,18533934497.0
16.776.590.827,5.639.588.518 > 16.776.590.827,16.776.590.827,32.158.153.923,32158153923.0
3.454.859.351,5.639.588.518 > 3.454.859.351,3.454.859.351,6.644.820.494,6644820494.0
6.422.266.044,5.639.588.518 > 6.422.266.044,6.422.266.044,9.518.554.137,9518554137.0
7.885.344.861,7.885.344.861,7.885.344.861,-,
646.055.182.131,7.885.344.861 > 646.055.182.131,646.055.182.131,274.579.879.230,274579879230.0
