row_label_raw,row_label_full,col_0,Theo Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 16,Theo Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 16_1,Vốn đã góp,Vốn đã góp_1,numeric__Theo Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 16,numeric__Theo Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 16_1,numeric__Vốn đã góp,numeric__Vốn đã góp_1
,,,Theo Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 16,Theo Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 16,Số cuối năm,Số đầu năm,,,,
,,,VND,%,VND,VND,,,,
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,18.328.359.000.000,"95,76%",18.328.359.000.000,18.328.359.000.000,18328359000000.0,0.9576,18328359000000.0,18328359000000.0
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,811.141.000.000,"4,24%",811.141.000.000,811.141.000.000,811141000000.0,0.0424,811141000000.0,811141000000.0
,,,19.139.500.000.000,100%,19.139.500.000.000,19.139.500.000.000,19139500000000.0,1.0,19139500000000.0,19139500000000.0
