row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Doanh thu của hợp đồng hợp tác kinh doanh,Doanh thu của hợp đồng hợp tác kinh doanh,Doanh thu của hợp đồng hợp tác kinh doanh,74.451.240.326,67.035.920.840,74451240326.0,67035920840.0
Giá vốn của hợp đồng hợp tác kinh doanh,Giá vốn của hợp đồng hợp tác kinh doanh,Giá vốn của hợp đồng hợp tác kinh doanh,43.906.639.203,45.957.481.860,43906639203.0,45957481860.0
(Hoàn nhập)/Trích lập dự phòng phải thu,(Hoàn nhập)/Trích lập dự phòng phải thu,(Hoàn nhập)/Trích lập dự phòng phải thu,(4.663.926.835),72.121.981.111,-4663926835.0,72121981111.0
Chi phí khác của hợp đồng hợp tác kinh doanh,Chi phí khác của hợp đồng hợp tác kinh doanh,Chi phí khác của hợp đồng hợp tác kinh doanh,716.324.872,751.335.579,716324872.0,751335579.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,14.300.819.880,4.586.440.280,14300819880.0,4586440280.0
Lợi nhuận/(Lỗ) thuân sau thuế thu nhập doanh nghiệp,Lợi nhuận/(Lỗ) thuân sau thuế thu nhập doanh nghiệp,Lợi nhuận/(Lỗ) thuân sau thuế thu nhập doanh nghiệp,20.191.383.206,(56.381.317.990),20191383206.0,-56381317990.0
Phân chia theo tỷ lệ góp vốn:,Phân chia theo tỷ lệ góp vốn:,Phân chia theo tỷ lệ góp vốn:,,,,
- Tổng Công ty Khí Việt Nam - CTCP,Phân chia theo tỷ lệ góp vốn: > - Tổng Công ty Khí Việt Nam - CTCP,- Tổng Công ty Khí Việt Nam - CTCP,14.128.480.302,(39.534.420.619),14128480302.0,-39534420619.0
- Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,Phân chia theo tỷ lệ góp vốn: > - Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,- Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,3.359.527.707,(11.676.856.425),3359527707.0,-11676856425.0
- Công ty Cổ phần Địa éc Phú Long,Phân chia theo tỷ lệ góp vốn: > - Công ty Cổ phần Địa éc Phú Long,- Công ty Cổ phần Địa éc Phú Long,2.703.375.197,(5.170.040.946),2703375197.0,-5170040946.0
