row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC > BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3,3.0
BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẮT,BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẮT,BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẮT,4 - 5,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẮT,BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẮT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẮT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẮT,6,6.0
BÁO CÁO LUU CHUYỄN TIỀN TÊ HỢP NHẮT,BÁO CÁO LUU CHUYỄN TIỀN TÊ HỢP NHẮT,BÁO CÁO LUU CHUYỄN TIỀN TÊ HỢP NHẮT,7 - 8,
THUYỆT MINH BÁO CÁO TÀI CHÍNH HỢP NHẮT,THUYỆT MINH BÁO CÁO TÀI CHÍNH HỢP NHẮT,THUYỆT MINH BÁO CÁO TÀI CHÍNH HỢP NHẮT,9 - 45,
