row_label_raw,row_label_full,col_0,"Chi phí dịch vụ rà soát, hoàn thiện mô hình tổ chức Tập đoàn chờ phân bổ",-,1.570.400.000,"numeric__Chi phí dịch vụ rà soát, hoàn thiện mô hình tổ chức Tập đoàn chờ phân bổ",numeric__-,numeric__1.570.400.000
,,,Chi phí lắp đặt nội thất tầng 9 chờ phân bổ,-,1.625.478.373,,,1625478373.0
,,,Chi phí chờ phân bổ khác,1.919.814.538,1.665.849.292,,1919814538.0,1665849292.0
b),b),b),Dài hạn,7.128.956.961,6.998.521.888,,7128956961.0,6998521888.0
b),b),b),Trả trước tiền thuê diện tích tầng 19 cho Công ty Lạc Việt,3.953.696.913,4.144.696.773,,3953696913.0,4144696773.0
b),b),b),Công cụ dụng cụ đã xuất dùng chờ phân bổ,432.957.018,1.038.837.007,,432957018.0,1038837007.0
b),b),b),Chỉ phí chờ phân bổ khác,2.742.303.030,1.814.988.108,,2742303030.0,1814988108.0
b),b),b),Cộng,11.105.184.220,14.644.120.648,,11105184220.0,14644120648.0
