row_label_raw,row_label_full,col_0,01/01/2021,Phát sinh tăng,Phát sinh giảm,Đơn vị tính: VND31/12/2021,numeric__01/01/2021,numeric__Phát sinh tăng,numeric__Phát sinh giảm,numeric__Đơn vị tính: VND31/12/2021
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,84.575.960.550,-,-,84.575.960.550,84575960550.0,,,84575960550.0
Cộng,Cộng,Cộng,84.575.960.550,-,-,84.575.960.550,84575960550.0,,,84575960550.0
