row_label_raw,row_label_full,col_0,Chi phí khác,13.883.475,318.029.466,numeric__Chi phí khác,numeric__13.883.475,numeric__318.029.466
,,,Cộng,415.754.807,17.216.635.684,,415754807.0,17216635684.0
7.,7.,7.,Chi phí bán hàng và chi phí quản lý doanh nghiệp,Năm 2021VND,Năm 2020VND,,,
a),7. > a),a),Các khoản chi phí bán hàng phát sinh trong năm,10.767.486.395,26.873.033.881,,10767486395.0,26873033881.0
a),7. > a),a),Chi phí nhân viên,3.207.328.712,2.686.224.707,,3207328712.0,2686224707.0
a),7. > a),a),Chi phí khấu hao TSCĐ,-,154.461.364,,,154461364.0
a),7. > a),a),Chi phí dịch vụ mua ngoài,7.560.157.683,23.941.645.119,,7560157683.0,23941645119.0
a),7. > a),a),Chi phí bằng tiền khác,-,90.702.691,,,90702691.0
b),7. > b),b),Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,48.642.325.006,48.451.940.128,,48642325006.0,48451940128.0
b),7. > b),b),Chi phí nhân viên quản lý,18.895.169.838,25.143.875.462,,18895169838.0,25143875462.0
b),7. > b),b),Chi phí đồ dùng văn phòng,2.013.145.252,2.013.203.386,,2013145252.0,2013203386.0
b),7. > b),b),Chi phí khấu hao TSCĐ,3.089.211.884,2.654.548.871,,3089211884.0,2654548871.0
b),7. > b),b),"Thuế, phí và lệ phí",511.318.480,220.559.222,,511318480.0,220559222.0
b),7. > b),b),Chi phí dự phòng,6.317.531.133,5.231.774.194,,6317531133.0,5231774194.0
b),7. > b),b),Chi phí dịch vụ mua ngoài,5.447.093.852,12.653.205.258,,5447093852.0,12653205258.0
b),7. > b),b),Chi phí bằng tiền khác,12.368.854.567,534.773.735,,12368854567.0,534773735.0
c),7. > c),c),Các khoản ghi giảm chi phí bán hàng và chi phí quản lý doanh nghiệp,(4.952.781.955),(10.596.062.040),,-4952781955.0,-10596062040.0
c),7. > c),c),Hoàn nhập dự phòng phải thu,(4.952.781.955),(10.596.062.040),,-4952781955.0,-10596062040.0
c),7. > c),c),Cộng,54.457.029.446,64.728.911.969,,54457029446.0,64728911969.0
