row_label_raw,row_label_full,col_0,01/01/2021,Số phải nộp trong năm,Số đã thực nộp trong năm,Đơn vị tính: VND 31/12/2021,numeric__01/01/2021,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Đơn vị tính: VND 31/12/2021
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế GTGT,Phải nộp > Thuế GTGT,Thuế GTGT,4.923.105.493,9.461.796.994,13.690.065.861,694.836.626,4923105493.0,9461796994.0,13690065861.0,694836626.0
Thuế thu nhập doanh nghiệp,Phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,22.132.407.862,7.684.728.417,24.333.790.681,5.483.345.598,22132407862.0,7684728417.0,24333790681.0,5483345598.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,667.785.250,1.565.526.999,2.100.998.370,132.313.879,667785250.0,1565526999.0,2100998370.0,132313879.0
"Thuế nhà đất, tiền thuê đất","Phải nộp > Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,561.203.208,561.203.208,-,,561203208.0,561203208.0,
Thuế môn bài,Phải nộp > Thuế môn bài,Thuế môn bài,-,3.000.000,3.000.000,-,,3000000.0,3000000.0,
Cộng,Phải nộp > Cộng,Cộng,27.723.298.605,19.276.255.618,40.689.058.120,6.310.496.103,27723298605.0,19276255618.0,40689058120.0,6310496103.0
