row_label_raw,row_label_full,Công ty CP Phát triển nhà và đồ thị Phú Quốc,-,210.000.000.000,numeric__-,numeric__210.000.000.000
Cho vay,Cho vay,Cho vay,Cho vay,Cho vay,,
Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,Cho vay > Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,7.100.000.000,192.000.000.000,7100000000.0,192000000000.0
Công ty CP Đầu tư và Phát triển Phú Quốc,Cho vay > Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,26.500.000.000,99.750.000.000,26500000000.0,99750000000.0
Công ty TNHH MTV Phú Kiên Phú Quốc,Cho vay > Công ty TNHH MTV Phú Kiên Phú Quốc,Công ty TNHH MTV Phú Kiên Phú Quốc,130.700.000.000,14.300.000.000,130700000000.0,14300000000.0
