row_label_raw,row_label_full,Công ty CP Xây dựng C.E.O,11.256.560.579,-,6.357.727.917,-_1,numeric__11.256.560.579,numeric__-,numeric__6.357.727.917,numeric__-_1
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,4.493.885.886,(340.000.000),3.425.408.883,(340.000.000),4493885886.0,-340000000.0,3425408883.0,-340000000.0
Cộng,Cộng,Cộng,22.762.022.315,(340.000.000),19.284.362.150,(340.000.000),22762022315.0,-340000000.0,19284362150.0,-340000000.0
