row_label_raw,row_label_full,Công nợ tài chính,31/12/2021VND,01/01/2021VND,numeric__31/12/2021VND,numeric__01/01/2021VND
Các khoản vay,Các khoản vay,Các khoản vay,5.972.000.000,5.972.000.000,5972000000.0,5972000000.0
Trừ: Tiền và các khoản tương đương tiền,Trừ: Tiền và các khoản tương đương tiền,Trừ: Tiền và các khoản tương đương tiền,49.555.449.156,31.887.647.482,49555449156.0,31887647482.0
Nợ thuần,Nợ thuần,Nợ thuần,-,-,,
Vốn chủ sở hữu,Nợ thuần > Vốn chủ sở hữu,Vốn chủ sở hữu,3.128.150.528.494,3.038.903.979.179,3128150528494.0,3038903979179.0
Tỷ lệ nợ trên vốn chủ sở hữu,Tỷ lệ nợ trên vốn chủ sở hữu,Tỷ lệ nợ trên vốn chủ sở hữu,-,-,,
