row_label_raw,row_label_full,col_0,Hoạt động bốcđỡ containerVND,"Hoạt độngchạy lạnh, kiểm hóa,kiểm dịch, lưu kho,lưu bãiVND",Hoạt độngvận chuyểnVND,Hoạt động khácVND,Tổng cộngVND,numeric__Hoạt động bốcđỡ containerVND,"numeric__Hoạt độngchạy lạnh, kiểm hóa,kiểm dịch, lưu kho,lưu bãiVND",numeric__Hoạt độngvận chuyểnVND,numeric__Hoạt động khácVND,numeric__Tổng cộngVND
Tổng doanh thu của bộ phận,Tổng doanh thu của bộ phận,Tổng doanh thu của bộ phận,784.757.041.520,237.107.610.171,149.479.055.449,131.538.998.847,1.302.882.705.987,784757041520.0,237107610171.0,149479055449.0,131538998847.0,1302882705987.0
Chi phí không phân bổ,Chi phí không phân bổ,Chi phí không phân bổ,,,,,1.010.313.795.157,,,,,1010313795157.0
Kết quả từ các hoạt động kinh doanh,Kết quả từ các hoạt động kinh doanh,Kết quả từ các hoạt động kinh doanh,,,,,292.568.910.830,,,,,292568910830.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,,,,,1.290.472.574,,,,,1290472574.0
Chi phí khác,Chi phí khác,Chi phí khác,,,,,1.226.723.031,,,,,1226723031.0
Phần chia lợi nhuận của công ty liên kết,Phần chia lợi nhuận của công ty liên kết,Phần chia lợi nhuận của công ty liên kết,,,,,5.851.648.670,,,,,5851648670.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,,,,34.656.379.200,,,,,34656379200.0
Lợi nhuận thuần sau thuế TNDN,Lợi nhuận thuần sau thuế TNDN,Lợi nhuận thuần sau thuế TNDN,,,,,263.827.929.843,,,,,263827929843.0
