row_label_raw,row_label_full,Khoản vay 1 (i) > Khoản vay 2 (ii) > Khoản vay 3 (iii),Loại tiền > VND,"Lãi suất năm > 7% > 6,8%",Năm đáo hạn > 2019 > 2025,31/12/2018 VND > 2.140.500.000 > 207.341.745.562 > 77.637.712.622,1/1/2018 VND > 4.998.500.000 > 437.341.745.562 > 72.443.164.674,numeric__Loại tiền > VND,"numeric__Lãi suất năm > 7% > 6,8%",numeric__Năm đáo hạn > 2019 > 2025,numeric__31/12/2018 VND > 2.140.500.000 > 207.341.745.562 > 77.637.712.622,numeric__1/1/2018 VND > 4.998.500.000 > 437.341.745.562 > 72.443.164.674
,,,,,,287.119.958.184,514.783.410.236,,,,287119958184.0,514783410236.0
Khoản đến hạn trả trong vòng 12 tháng (a),Khoản đến hạn trả trong vòng 12 tháng (a),Khoản đến hạn trả trong vòng 12 tháng (a),Khoản đến hạn trả trong vòng 12 tháng (a),Khoản đến hạn trả trong vòng 12 tháng (a),Khoản đến hạn trả trong vòng 12 tháng (a),(14.088.500.000),(114.518.000.000),,,,-14088500000.0,-114518000000.0
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,273.031.458.184,400.265.410.236,,,,273031458184.0,400265410236.0
