row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2018VND,1/1/2018VND,,
Người bán là các bên liên quan,Người bán là các bên liên quan,Người bán là các bên liên quan,Người bán là các bên liên quan,Người bán là các bên liên quan,,
Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Người bán là các bên liên quan > Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,8.274.807.807,7.290.074.115,8274807807.0,7290074115.0
Công ty Cổ phần Logistics Cảng Đà Nẵng,Người bán là các bên liên quan > Công ty Cổ phần Logistics Cảng Đà Nẵng,Công ty Cổ phần Logistics Cảng Đà Nẵng,-,23.542.426,,23542426.0
Người bán là các bên thứ ba,Người bán là các bên thứ ba,Người bán là các bên thứ ba,Người bán là các bên thứ ba,Người bán là các bên thứ ba,,
Công ty TNHH Phúc Nam,Người bán là các bên thứ ba > Công ty TNHH Phúc Nam,Công ty TNHH Phúc Nam,11.093.364.360,-,11093364360.0,
Công ty TNHH Tâm Cảng Đình Vũ,Người bán là các bên thứ ba > Công ty TNHH Tâm Cảng Đình Vũ,Công ty TNHH Tâm Cảng Đình Vũ,10.015.372.950,-,10015372950.0,
Công ty TNHH Thương mại và Dịch vụ Dầu khí Anh Thúy,Người bán là các bên thứ ba > Công ty TNHH Thương mại và Dịch vụ Dầu khí Anh Thúy,Công ty TNHH Thương mại và Dịch vụ Dầu khí Anh Thúy,3.553.238.400,-,3553238400.0,
Công ty Cổ phần Xăng dầu Dầu khí PVOIL Hải Phòng,Người bán là các bên thứ ba > Công ty Cổ phần Xăng dầu Dầu khí PVOIL Hải Phòng,Công ty Cổ phần Xăng dầu Dầu khí PVOIL Hải Phòng,2.821.226.300,4.812.510.940,2821226300.0,4812510940.0
Công ty Cổ phần Cảng Đà Nẵng,Người bán là các bên thứ ba > Công ty Cổ phần Cảng Đà Nẵng,Công ty Cổ phần Cảng Đà Nẵng,2.486.594.662,2.542.173.316,2486594662.0,2542173316.0
Công ty Cổ phần Thương mại Dịch vụ Hàng hảiNhạn biển Việt Nam,Người bán là các bên thứ ba > Công ty Cổ phần Thương mại Dịch vụ Hàng hảiNhạn biển Việt Nam,Công ty Cổ phần Thương mại Dịch vụ Hàng hảiNhạn biển Việt Nam,2.225.288.500,-,2225288500.0,
Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,Người bán là các bên thứ ba > Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,2.052.388.250,7.452.173.100,2052388250.0,7452173100.0
Công ty TNHH Xây dựng và Trang trí Nội thất Thăng Long,Người bán là các bên thứ ba > Công ty TNHH Xây dựng và Trang trí Nội thất Thăng Long,Công ty TNHH Xây dựng và Trang trí Nội thất Thăng Long,1.778.620.910,16.688.375.614,1778620910.0,16688375614.0
Công ty TNHH Quốc tế B2B,Người bán là các bên thứ ba > Công ty TNHH Quốc tế B2B,Công ty TNHH Quốc tế B2B,117.150.000,5.110.756.112,117150000.0,5110756112.0
Công ty Cổ phần Vận tải biển Quốc tế VISC,Người bán là các bên thứ ba > Công ty Cổ phần Vận tải biển Quốc tế VISC,Công ty Cổ phần Vận tải biển Quốc tế VISC,-,10.573.849.234,,10573849234.0
Các nhà cung cấp khác,Người bán là các bên thứ ba > Các nhà cung cấp khác,Các nhà cung cấp khác,52.545.542.467,46.928.184.344,52545542467.0,46928184344.0
,,,96.963.594.606,101.421.639.201,96963594606.0,101421639201.0
