row_label_raw,row_label_full,17.2 Phải trả dài hạn khác,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Phải trả khác là bên thứ ba,Phải trả khác là bên thứ ba,Phải trả khác là bên thứ ba,495.457.566.843,508.238.836.981,495457566843.0,508238836981.0
Phải trả đối tác theo hợp đồng hợp tác kinh doanh,Phải trả đối tác theo hợp đồng hợp tác kinh doanh,Phải trả đối tác theo hợp đồng hợp tác kinh doanh,410.256.249.073,398.382.747.984,410256249073.0,398382747984.0
"Phải trả, phải nộp khác","Phải trả, phải nộp khác","Phải trả, phải nộp khác",85.201.317.770,109.856.088.997,85201317770.0,109856088997.0
Phải trả khác là bên liên quan,Phải trả khác là bên liên quan,Phải trả khác là bên liên quan,109.025.679.496,130.637.679.496,109025679496.0,130637679496.0
(Chi tiết phải trả khác là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả khác là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả khác là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả khác là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả khác là bên liên quan được thuyết minh tại thuyết minh số VIII.2),,
Cộng,(Chi tiết phải trả khác là bên liên quan được thuyết minh tại thuyết minh số VIII.2) > Cộng,Cộng,604.483.246.339,638.876.516.477,604483246339.0,638876516477.0
