row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,,212.584.789.685,58.165.536.700,,1.0,,212584789685.0,58165536700.0
2.,2.,2.,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,,
-,2. > -,-,Khẩu hao tài sản cố định và bất động sản đầu tư,02,,8.713.980.144,966.250.413,,2.0,,8713980144.0,966250413.0
-,2. > -,-,Các khoản dự phòng,03,,22.746.547.851,241.841.244.506,,3.0,,22746547851.0,241841244506.0
-,2. > -,-,"Lãi, lỗ từ hoạt động đầu tư",05,,(339.649.236.573),(317.160.912.849),,5.0,,-339649236573.0,-317160912849.0
-,2. > -,-,Chi phí lãi vay,06,,4.651.829.037,155.538.630,,6.0,,4651829037.0,155538630.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,(90.952.089.856),(16.032.342.600),,8.0,,-90952089856.0,-16032342600.0
-,2. > -,-,"Tăng, giảm các khoản phải thu",09,,(39.823.894.439),16.553.351.203,,9.0,,-39823894439.0,16553351203.0
-,2. > -,-,"Tăng, giảm hàng tồn kho",10,,78.527.749.068,73.747.811.178,,10.0,,78527749068.0,73747811178.0
-,2. > -,-,"Tăng, giảm các khoản phải trả",11,,257.145.453.890,187.024.099.474,,11.0,,257145453890.0,187024099474.0
-,2. > -,-,"Tăng, giảm chi phí trả trước",12,,(25.862.848.240),960.523.718,,12.0,,-25862848240.0,960523718.0
-,2. > -,-,"Tăng, giảm chứng khoán kinh doanh",13,,(309.320.000.000),-,,13.0,,-309320000000.0,
-,2. > -,-,Tiền lãi vay đã trả,14,,(4.089.195.759),(155.538.630),,14.0,,-4089195759.0,-155538630.0
-,2. > -,-,Thuế thu nhập doanh nghiệp đã nộp,15,,(16.205.119.044),(52.122.133.286),,15.0,,-16205119044.0,-52122133286.0
-,2. > -,-,Tiền chi khác cho hoạt động kinh doanh,17,,(495.138.599),-,,17.0,,-495138599.0,
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(151.075.082.979),209.975.771.057,,20.0,,-151075082979.0,209975771057.0
II.,II.,II.,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1.,II. > 1.,1.,"Tiền chi đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,,(167.666.200.443),-,,21.0,,-167666200443.0,
2.,II. > 2.,2.,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,,15.428.803.754,611.145.871,,22.0,,15428803754.0,611145871.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(1.273.244.151.205),(215.511.355.893),,23.0,,-1273244151205.0,-215511355893.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,1.002.250.373.506,141.574.197.032,,24.0,,1002250373506.0,141574197032.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(739.164.417.793),(558.600.000.000),,25.0,,-739164417793.0,-558600000000.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,1.049.450.020.651,161.158.976.000,,26.0,,1049450020651.0,161158976000.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,41.340.892.067,24.070.482.029,,27.0,,41340892067.0,24070482029.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(71.604.679.463),(446.696.554.961),,30.0,,-71604679463.0,-446696554961.0
