row_label_raw,row_label_full,17.1 Phải trả ngắn hạn khác,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Phải trả khác là bên thứ ba,Phải trả khác là bên thứ ba,Phải trả khác là bên thứ ba,133.307.353.607,35.826.641.123,133307353607.0,35826641123.0
Bảo hiểm xã hội,Bảo hiểm xã hội,Bảo hiểm xã hội,-,80.618.250,,80618250.0
Bảo hiểm y tế,Bảo hiểm y tế,Bảo hiểm y tế,-,15.531.270,,15531270.0
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,183.902.262,31.217.142,183902262.0,31217142.0
"Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả",9.266.195.220,10.374.815.420,9266195220.0,10374815420.0
"Phải trả, phải nộp khác","Phải trả, phải nộp khác","Phải trả, phải nộp khác",123.857.256.125,25.324.459.041,123857256125.0,25324459041.0
Phải trả khác là bên liên quan,Phải trả khác là bên liên quan,Phải trả khác là bên liên quan,3.426.741.569,7.163.956.974,3426741569.0,7163956974.0
(Chi tiết phải trả khác là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả khác là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả khác là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả khác là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải trả khác là bên liên quan được thuyết minh tại thuyết minh số VIII.2),,
Cộng,(Chi tiết phải trả khác là bên liên quan được thuyết minh tại thuyết minh số VIII.2) > Cộng,Cộng,136.734.095.176,42.990.598.097,136734095176.0,42990598097.0
