row_label_raw,row_label_full,Chỉ tiêu,Mã số,Số liệu năm trước,Các điều chỉnh,Số liệu sau điều chỉnh,numeric__Mã số,numeric__Số liệu năm trước,numeric__Các điều chỉnh,numeric__Số liệu sau điều chỉnh
Băng Cần đối kế toán,Băng Cần đối kế toán,Băng Cần đối kế toán,Băng Cần đối kế toán,Băng Cần đối kế toán,Băng Cần đối kế toán,Băng Cần đối kế toán,,,,
Nợ ngắn hạn,Băng Cần đối kế toán > Nợ ngắn hạn,Nợ ngắn hạn,310,452.509.564.474,33.600.000.000,486.109.564.474,310.0,452509564474.0,33600000000.0,486109564474.0
Vay và nợ thuê tài chính ngắn hạn,Băng Cần đối kế toán > Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,104.735.866.355,33.600.000.000,138.335.866.355,320.0,104735866355.0,33600000000.0,138335866355.0
Nợ dài hạn,Băng Cần đối kế toán > Nợ dài hạn,Nợ dài hạn,330,769.303.126.585,(33.600.000.000),735.703.126.585,330.0,769303126585.0,-33600000000.0,735703126585.0
Vay và nợ thuê tài chính dài hạn,Băng Cần đối kế toán > Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,337,129.459.600.000,(33.600.000.000),95.859.600.000,337.0,129459600000.0,-33600000000.0,95859600000.0
