row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,212.584.789.685,58.165.536.700,212584789685.0,58165536700.0
Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,(1.022.330.721),(75.766.295.614),-1022330721.0,-75766295614.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,668.996.341,1.546.838.489,668996341.0,1546838489.0
Các khoản chi phí không được trừ,Các khoản chi phí không được trừ,Các khoản chi phí không được trừ,668.996.341,1.546.838.489,668996341.0,1546838489.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(1.691.327.062),(77.313.134.103),-1691327062.0,-77313134103.0
Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,(540.000.000),(76.220.423.802),-540000000.0,-76220423802.0
Thu nhập được ưu đãi thuế,Thu nhập được ưu đãi thuế,Thu nhập được ưu đãi thuế,(1.151.327.062),(1.092.710.301),-1151327062.0,-1092710301.0
Lợi nhuận điều chỉnh trước thuế chưa trừ lỗ năm trước,Lợi nhuận điều chỉnh trước thuế chưa trừ lỗ năm trước,Lợi nhuận điều chỉnh trước thuế chưa trừ lỗ năm trước,211.562.458.964,(17.600.758.914),211562458964.0,-17600758914.0
Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(4.848.217.939),-,-4848217939.0,
Thu nhập chịu thuế từ hoạt động khác,Thu nhập chịu thuế từ hoạt động khác,Thu nhập chịu thuế từ hoạt động khác,206.714.241.025,(17.600.758.914),206714241025.0,-17600758914.0
Thuế suất,Thuế suất,Thuế suất,20%,20%,0.2,0.2
Thuế TNDN phải trả ước tính năm hiện hành,Thuế TNDN phải trả ước tính năm hiện hành,Thuế TNDN phải trả ước tính năm hiện hành,41.342.848.205,-,41342848205.0,
