row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,128.027.771.158,74.728.440.346,,1.0,,128027771158.0,74728440346.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,662.046.474,,2.0,,,662046474.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,128.027.771.158,74.066.393.872,,10.0,,128027771158.0,74066393872.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,111.838.168.969,62.949.469.508,,11.0,,111838168969.0,62949469508.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,16.189.602.189,11.116.924.364,,20.0,,16189602189.0,11116924364.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,340.464.415.054,317.027.912.850,,21.0,,340464415054.0,317027912850.0
7.,7.,7.,Chi phí tài chính,22,VI.4,7.122.472.228,237.140.838.630,,22.0,,7122472228.0,237140838630.0
,,,Trong đó: chi phí lãi vay,23,,4.651.829.037,155.538.630,,23.0,,4651829037.0,155538630.0
8.,8.,8.,Chi phí bán hàng,25,,-,1.343.123.115,,25.0,,,1343123115.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,VI.5,138.227.991.825,30.274.765.740,,26.0,,138227991825.0,30274765740.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,211.303.553.190,59.386.109.729,,30.0,,211303553190.0,59386109729.0
11.,11.,11.,Thu nhập khác,31,,1.996.154.618,2.174.532.219,,31.0,,1996154618.0,2174532219.0
12.,12.,12.,Chi phí khác,32,,714.918.123,3.395.105.248,,32.0,,714918123.0,3395105248.0
13.,13.,13.,Lợi nhuận khác,40,,1.281.236.495,(1.220.573.029),,40.0,,1281236495.0,-1220573029.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế,50,,212.584.789.685,58.165.536.700,,50.0,,212584789685.0,58165536700.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.7,40.431.006.953,,,51.0,,40431006953.0,
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,172.153.782.732,58.165.536.700,,60.0,,172153782732.0,58165536700.0
